Year,Reg,Group,Sex,Dra0,Dra1,Dra2,Dra3,Dra4,Dra5,Dra6,Dra7,Dra8,Dra9,Dra10,Dra11,Dra12,Dra13,Dra14,Dra15,Dra16,Dra17,Dra18,Dra19,Dra20,Dra21,Dra22,Dra23,Dra24,Dra25,Dra26,Dra27,Dra28,Dra29,Dra30,Dra31,Dra32,Dra33,Dra34,Dra35,Dra36,Dra37,Dra38,Dra39,Dra40,Dra41,Dra42,Dra43,Dra44,Dra45,Dra46,Dra47,Dra48,Dra49,Dra50,Dra51,Dra52,Dra53,Dra54,Dra55,Dra56,Dra57,Dra58,Dra59,Dra60,Dra61,Dra62,Dra63,Dra64,Dra65,Dra66,Dra67,Dra68,Dra69,Dra70,Dra71,Dra72,Dra73,Dra74,Dra75,Dra76,Dra77,Dra78,Dra79,Dra80,Dra81,Dra82,Dra83,Dra84,Dra85,Dra86,Dra87,Dra88,Dra89,Dra90,Dra91,Dra92,Dra93,Dra94,Dra95,Dra96,Dra97,Dra98,Dra99,Dra100
2021,1128,R,B,6223,916,867,418,0,0,0,0,583,0,317,0,335,340,351,378,815,0,960,1444,886,2132,783,1157,1466,699,3004,4137,4516,3989,5567,3573,7861,5492,4087,5830,5563,5869,7763,8163,9948,6671,7810,11235,10041,7758,10885,11179,10480,11051,13993,13219,12536,17444,18661,19753,20387,23130,19994,22573,27430,26281,30775,31073,35080,31250,38079,40621,36511,41267,42088,49133,47683,53615,61486,55255,61591,59471,56058,76634,77435,86394,85544,83745,103393,107659,123596,142043,144246,159780,153567,183369,167792,177616,158940,143852,220065,155440,123077,266667,112000
2021,1128,R,M,7414,878,840,802,0,0,0,0,1140,0,0,0,664,662,0,740,0,0,920,1854,1749,3315,746,1457,2064,643,4032,5031,5487,6695,6927,4264,10736,8383,4659,7253,7373,5451,10288,9282,9607,10221,8660,14633,11574,11286,14327,14747,11960,17050,18614,15957,17680,26380,27433,29376,28064,28150,27937,29679,38373,35289,42863,41991,51942,42656,51572,61404,52336,65342,57764,71066,68966,60847,79755,81818,72464,70878,69832,91153,94737,101920,95026,93702,114232,119080,127807,172996,137931,178947,76294,135135,184783,68966,78431,106383,86022,98361,0,71429,0
2021,1128,R,F,4950,958,896,0,0,0,0,0,0,0,646,0,0,0,728,0,1692,0,1004,1002,0,878,823,820,785,765,1702,2925,3067,0,3592,2542,3565,1106,3228,3804,2878,6505,4137,6637,10378,2292,6809,7230,8226,3744,7002,7261,8896,4826,9351,10512,7529,8827,10541,10570,13019,18400,12455,15923,17072,17955,20506,22088,21779,22447,27667,25208,25652,25534,31982,35216,34138,48947,50594,40472,55629,53128,49465,70981,70812,80279,81911,79881,99017,103499,122190,131959,146053,154704,175602,196220,164127,200886,175299,154303,277778,181818,172043,382979,186667
2021,1170,T,B,5775,183,86,317,143,132,66,270,200,270,0,281,209,73,309,397,236,468,572,1274,888,901,1301,1359,1254,1064,1679,2134,1512,2627,2574,2837,2995,3310,3552,4186,4646,5385,6199,6108,5804,6848,6075,7505,7178,8235,7870,8136,8649,9468,10936,11070,13095,12402,13545,16242,14895,17205,17984,20393,22211,25252,24279,27972,30603,30070,33614,37251,40452,44494,47939,45944,57964,54407,63920,57234,70938,70064,72856,99746,90724,109726,125662,128262,146123,155971,165717,174410,212886,234881,225244,237528,248582,280484,315318,296890,273545,262815,266771,405564,139775
2021,1170,T,M,7614,356,0,617,139,257,129,266,131,265,0,270,270,142,604,464,305,608,959,1975,1214,1417,1539,1663,1811,1487,3015,3102,2058,3627,3875,4280,4321,4454,4968,5193,6791,8131,9279,8059,8702,9184,9804,10609,10889,12962,11640,11193,11571,13886,15531,16319,18705,18478,18775,23751,20649,25105,29239,31541,33547,37079,34977,44503,44570,43284,50849,58183,63526,68011,73139,70315,84473,83270,91194,89308,101236,91475,103797,141148,117233,135164,172658,176778,188272,177894,189790,213613,228617,254779,224887,191906,225313,235691,267935,298067,214774,205262,173190,281434,75521
2021,1170,T,F,3796,0,176,0,147,0,0,275,271,276,0,294,144,0,0,326,163,321,167,526,545,367,1055,1042,680,621,286,1102,920,1546,1159,1249,1545,2057,2005,3088,2343,2488,2989,4101,2859,4524,2437,4518,3626,3731,4380,5310,5915,5379,6717,6240,7988,7011,8987,9852,10115,10795,9053,11773,13588,16626,16926,17042,21675,21847,23017,24942,27611,31750,34468,33455,45008,40693,51748,43598,58638,61854,61832,86216,82243,102217,112835,114699,134208,149786,159590,164939,209146,230059,225299,248837,253754,290330,326227,296604,288208,279035,299056,455777,156990
2021,1170,U,B,6127,242,0,312,184,168,87,93,93,188,0,187,93,0,312,534,316,525,755,1440,1065,847,1415,1049,1021,1144,1430,2057,1590,2926,2523,2919,3070,3836,3794,4782,4619,5770,6435,6701,6058,7080,6474,8422,7212,7989,7787,7905,8345,10193,11061,11525,12825,12914,13480,16664,15840,16976,18091,21158,22749,26542,23791,27332,30701,28746,34033,37860,41052,46798,49035,47625,58573,57835,64387,61094,78616,75003,76420,110028,97589,117873,134312,138663,159718,162118,175224,194865,234470,262414,256922,263971,293862,335356,384175,383382,328584,315448,405832,507460,169256
2021,1170,U,M,8088,467,0,609,179,328,171,0,183,184,0,356,0,0,610,621,407,814,1257,2345,1382,1187,1865,1139,1553,1439,2826,2947,2096,3755,3583,4471,4601,5065,5143,6080,6737,8603,9597,9134,8667,9861,10851,12166,11292,12913,12133,11144,10707,15049,16972,17343,18007,19696,18910,24940,22530,25385,30833,34346,35406,39810,36091,43895,45614,42108,53924,60425,65332,73293,75201,74916,87109,88714,94003,96053,119600,101681,106634,160228,134056,151648,197740,210299,224300,204210,214170,242850,265394,313455,274017,198680,276805,271499,355247,500379,305575,259456,281463,324570,76007
2021,1170,U,F,3996,0,0,0,188,0,0,189,0,192,0,0,193,0,0,441,219,217,222,461,730,493,954,954,465,841,0,1108,1044,2029,1380,1259,1437,2509,2336,3403,2415,2846,3236,4290,3497,4401,2350,4944,3420,3441,3872,4999,6203,5801,5756,6361,8291,7060,8903,9909,10552,10510,8529,11455,13551,17422,15855,17055,21798,20955,22560,25405,28377,33188,35626,34360,45420,43893,51759,47049,62824,65150,66341,94947,86564,108247,118150,120222,142979,151226,165920,183845,227490,250999,252896,279314,297373,349194,390490,363451,333989,333384,459529,574345,198443
2021,1170,R,B,4694,0,350,332,0,0,0,732,473,484,0,571,562,287,300,0,0,305,0,726,355,1059,983,2194,1905,846,2363,2359,1277,1674,2737,2586,2770,1768,2839,2428,4724,4260,5495,4324,5028,6138,4847,4688,7073,9025,8131,8881,9644,7152,10544,9680,13888,10951,13726,15075,12272,17833,17691,18292,20743,21776,25584,29729,30330,33871,32375,35421,38614,37348,44524,40685,56047,43191,62389,44747,45665,54095,61858,69455,70406,86319,102155,100292,110521,140060,142769,130145,166259,175390,160597,188807,161394,172807,184577,148191,163790,174293,114022,238164,82377
2021,1170,R,M,6130,0,0,643,0,0,0,944,0,478,0,0,1110,555,587,0,0,0,0,721,702,2094,642,3081,2552,1612,3521,3555,1946,3217,4784,3729,3523,2709,4460,2699,6940,6806,8382,5049,8800,7241,6798,6159,9701,13110,10173,11341,14214,10349,11212,13413,20598,15210,18427,20725,15925,24412,25310,24587,28932,30566,32368,45953,42061,46191,43024,52401,58810,53716,67375,57780,77361,67804,83106,70708,49287,61939,96532,96603,74858,92385,116225,104546,113136,123398,139764,157810,158361,149531,139578,180779,140395,167717,118555,56092,54071,83359,0,222292,74097
2021,1170,R,F,3197,0,704,0,0,0,0,505,968,489,0,1162,0,0,0,0,0,617,0,732,0,0,1340,1275,1265,0,1099,1083,538,0,446,1218,1884,690,1008,2111,2124,1394,2204,3489,765,4926,2724,3109,4311,4728,6074,6375,4909,3966,9884,5845,7024,6866,9231,9684,8790,11653,10643,12721,13696,14268,20076,17001,21295,24675,24506,23416,25034,26926,30630,30404,43601,29447,51711,31598,43932,50714,46888,58293,68737,84347,97587,98832,109609,145806,143646,122732,168321,182657,166588,190997,166711,173959,201171,172460,194082,194496,143829,245680,83938
2021,1178,T,B,3651,276,256,470,70,131,196,328,262,136,284,359,438,76,242,413,647,322,629,1224,874,569,1330,1522,1338,1542,1538,1443,2079,1991,2395,2739,3683,2879,3807,3792,4268,4521,4150,5595,7135,5323,5810,6070,7147,9181,7397,8342,9707,9647,10750,12687,11453,12146,14207,15501,16507,15406,20933,21457,21230,22090,23831,27488,29264,33297,32672,35530,39422,41753,45050,52478,55911,54579,67458,64045,73419,73281,66345,96793,97241,118363,130077,134201,149153,162701,200407,202349,232163,252711,282585,305748,326781,355476,431365,388192,404027,355898,475422,463853,301768
2021,1178,T,M,4101,359,498,454,137,128,383,512,381,260,411,699,570,149,317,494,799,314,908,1735,1691,552,2035,2471,2274,2844,1835,2003,2888,2679,4377,4385,4958,4640,5257,6063,6982,7323,5586,8073,10856,7809,8270,8478,10114,13155,10319,12002,14475,14470,16720,19619,15990,19942,20659,22223,26135,24722,31505,34523,32091,34050,40264,40230,45581,53003,56506,56448,63685,64635,68566,81936,91939,86648,98517,93435,118361,115181,109160,138430,131732,174366,183480,189198,198102,198986,264556,232834,291618,307285,307241,357340,345940,349171,355896,282321,276126,192956,226632,353279,139669
2021,1178,T,F,3173,189,0,486,0,133,0,134,135,0,147,0,299,0,164,332,492,329,327,676,0,587,586,572,386,185,1226,863,1275,1338,574,1175,2433,1143,2370,1547,1580,1757,2758,3211,3605,2991,3485,3814,4367,5398,4683,5037,5393,5344,5444,6582,7595,5656,8838,9859,8779,8234,12856,11724,13391,13669,12756,19135,18904,21431,19076,23721,26027,29879,32967,37309,38462,39721,53284,51459,55015,56910,52251,83350,86615,102097,115127,119122,136001,153292,184547,195418,219502,241264,276993,295087,323090,356541,444797,410377,432560,407812,578295,495872,385656
2021,1178,U,B,2745,109,302,555,0,154,157,324,243,84,175,436,445,93,298,406,680,289,551,1426,615,680,1044,1409,1320,1827,1697,1556,2002,1851,2328,2669,3556,2997,3727,3793,3905,4332,4055,5811,7219,4592,5989,5997,6690,8839,7258,8502,9916,9888,10433,12189,10975,12404,14809,15831,16630,15052,21736,20865,18979,21543,22496,27085,30651,33591,31915,36591,39569,41796,45429,53880,56995,58070,68543,65970,73384,76196,70174,102799,99965,127216,141068,145150,159820,175324,214782,224389,245040,282354,309456,333741,361006,399272,503936,432668,432868,441143,379843,460658,296516
2021,1178,U,M,2869,0,589,538,0,151,307,475,314,162,337,848,521,182,390,404,767,375,708,2025,1192,660,1346,2351,2182,3384,2095,2488,3131,2712,4547,4400,4944,4746,5291,6211,6565,7256,5688,8788,11103,6919,8524,8408,9961,12652,10347,12947,15185,14907,16412,18968,15961,20565,21812,22312,26843,24774,33034,35111,28728,34362,38270,40988,49229,54124,56255,58960,66529,68507,70140,90629,96262,97239,104025,97105,127017,117551,118978,149948,141158,197293,207712,218969,229105,228140,304455,309459,352157,380543,361541,393999,428493,424747,475141,288805,296649,212374,125149,480571,231044
2021,1178,U,F,2612,226,0,573,0,156,0,166,167,0,0,0,365,0,202,408,591,198,382,786,0,701,721,469,476,231,1288,623,930,1073,396,1113,2256,1345,2239,1484,1383,1588,2534,3047,3647,2450,3639,3788,3686,5274,4447,4588,5285,5529,5225,6302,6813,5801,9165,10561,8828,7875,13458,10940,12381,13086,12546,18527,19614,21977,18856,24652,25464,28674,33523,36372,39435,41014,52968,52945,52555,61057,54836,88130,87955,108033,123378,126653,142748,162286,194537,208164,225015,263253,297980,320539,348543,394985,508472,460278,461307,525330,517042,455611,317188
2021,1178,R,B,8411,1181,0,0,464,0,386,344,341,347,754,0,405,0,0,447,484,489,1088,0,2371,0,2622,2010,1409,441,880,932,2475,2799,2770,3109,4327,2292,4199,3788,6154,5508,4646,4495,6714,9013,4910,6429,9378,10877,8053,7586,8745,8586,12167,14882,13391,11140,11886,14275,16063,16712,18073,23544,29335,24030,28455,28892,24298,32204,35567,31508,38838,41576,43544,46825,51384,39551,62716,55596,73571,61605,51251,73997,87229,86932,92299,95208,110931,121785,159161,144597,199839,178473,216049,234719,244648,252505,252199,275591,323353,142857,772727,480000,333333
2021,1178,R,M,10811,2372,0,0,898,0,750,666,658,665,736,0,797,0,0,892,963,0,2086,0,4530,0,5271,2975,2608,837,818,0,1784,2516,3577,4318,5021,4173,5111,5394,8889,7625,5115,4803,9721,12052,7065,8799,10821,15524,10194,7848,11465,12682,18024,22378,16101,17693,16562,21916,23866,24544,26599,32752,42375,33102,46098,37975,34629,49495,57299,48352,54141,51480,63425,54299,77922,49641,77508,78652,87248,107527,76271,100000,102941,107411,113507,109942,114374,118182,176166,103976,183150,157407,181818,245902,163636,215054,129032,269231,228571,117647,1200000,0,0
2021,1178,R,F,6010,0,0,0,0,0,0,0,0,0,774,0,0,0,0,0,0,988,0,0,0,0,0,1018,0,0,951,2044,3337,3155,1771,1570,3465,0,3094,1901,2759,2793,4084,4141,3374,5882,2670,3947,7887,6048,5863,7319,5931,4466,6481,7861,10908,5055,7484,7078,8581,9677,10524,14892,17527,16023,13580,21510,16035,19160,20015,19822,28470,35223,30505,41643,33786,33528,54761,44681,66610,38668,41459,64394,81377,79696,85251,89820,109709,122867,153846,158055,204545,183697,224204,232759,261029,261084,279570,277228,348485,148148,717949,750000,6000000
2021,1145,T,B,3721,546,283,308,176,232,100,183,177,144,184,153,238,224,480,393,463,519,968,950,1120,1020,1312,1152,1540,1461,1502,1676,1482,1592,1388,1485,1896,1982,2179,2110,2295,2709,3121,3052,3190,3314,4067,4223,4477,4500,4880,5188,5437,5871,5769,5877,6963,7405,8346,8659,9089,10661,11954,12861,12706,14050,16518,18105,19666,20801,22931,25401,25762,29957,30008,33147,39257,36937,48620,41976,45900,48805,47338,68302,66884,76068,91454,94817,102911,107209,115578,124317,138744,149546,144403,151021,172360,175703,181987,160534,143342,134179,112227,76196,32504
2021,1145,T,M,4385,638,297,298,199,273,97,213,186,177,187,112,305,201,566,370,603,719,1305,1379,1743,1487,2034,1794,2447,2115,2266,2712,2407,2373,2099,2272,3046,3152,3496,3296,3855,4165,4798,4574,4736,5030,6286,6419,6666,6782,6973,7586,7785,8161,7827,8440,9522,10450,11734,12242,13002,14737,16764,17625,17146,19557,23158,26033,27733,29273,32160,34203,35614,41058,40147,42963,51420,47658,62931,53965,56700,56685,54815,80008,75717,82339,100742,96419,99579,99359,103146,113738,113270,120447,102835,101813,120264,124558,112791,103843,79983,69414,60041,33457,11229
2021,1145,T,F,3023,450,269,319,151,188,103,151,168,110,180,197,169,248,392,418,320,313,642,560,537,570,618,545,703,800,727,697,632,834,668,711,824,913,997,1071,929,1403,1594,1654,1737,1700,2015,2213,2493,2418,2948,2937,3240,3726,3801,3470,4630,4651,5374,5581,5788,7258,7980,9003,9093,9689,11541,12257,13840,14832,16594,19537,19329,22909,23527,27054,32026,30504,40159,34885,39402,43962,42946,62106,62216,72879,87124,94007,104364,110913,121402,128883,149931,162312,164153,175337,195879,199053,214999,188831,174861,164944,139245,101319,44786
2021,1145,U,B,3804,534,292,318,173,231,102,171,180,147,178,156,243,209,489,391,453,518,976,946,1108,1007,1303,1151,1536,1477,1500,1668,1476,1594,1364,1481,1883,1946,2162,2079,2285,2687,3122,3027,3164,3277,4064,4190,4429,4416,4819,5135,5379,5799,5700,5774,6861,7332,8261,8527,8924,10542,11771,12773,12601,13909,16393,18003,19497,20607,22656,25127,25378,29608,29698,32815,38944,36555,48187,41603,45707,48341,46782,67573,66666,75522,91074,94355,102203,106329,115486,123848,138342,149707,144358,151249,172235,175779,182234,160783,143643,134965,112648,76419,32431
2021,1145,U,M,4441,646,306,307,190,280,99,188,189,180,191,114,311,168,577,377,577,732,1310,1384,1752,1473,2028,1782,2447,2130,2286,2682,2400,2406,2063,2254,3014,3137,3458,3265,3852,4120,4779,4546,4706,4971,6274,6377,6622,6664,6874,7509,7729,8141,7730,8285,9350,10372,11593,12039,12801,14578,16452,17524,17014,19385,22989,25840,27440,28980,31843,33786,35054,40584,39714,42688,50840,47082,62537,53225,56343,56305,54015,79046,75259,81466,100286,95893,99234,98853,103212,113165,113383,120180,102273,102251,120623,123661,112825,102509,79894,68116,59689,32819,11026
2021,1145,U,F,3133,416,277,329,155,178,106,154,170,111,165,201,172,253,399,406,325,298,654,550,508,560,608,555,695,815,701,711,628,808,657,722,829,860,999,1041,913,1403,1614,1629,1715,1686,2022,2190,2442,2366,2922,2907,3181,3606,3760,3414,4591,4583,5342,5512,5652,7172,7904,8927,9012,9572,11448,12223,13764,14713,16351,19358,19060,22639,23294,26688,31874,30238,39702,34718,39296,43440,42524,61491,62115,72488,86768,93572,103491,109867,121264,128470,149355,162736,164457,175570,195641,199759,215702,190249,175762,167088,140344,102289,44901
2021,1145,R,B,1768,892,0,0,275,298,0,851,0,0,429,0,0,987,0,528,1039,552,541,1167,1853,1856,1824,1218,1793,559,1598,2055,1795,1479,2797,1704,2602,3826,3090,3858,2878,3884,3026,4505,4764,5480,4251,6150,7407,9954,8939,8727,9371,10795,10779,13421,14010,12486,13977,17611,20722,18869,24491,18739,20000,23658,24630,24854,31048,33848,41201,44070,52819,54371,53138,58785,63951,70829,88362,79177,67855,99260,100296,125658,84176,120776,121742,134454,165730,181127,123594,162143,169687,137748,148277,133449,181192,170119,165788,143521,119022,70984,77737,55604,41703
2021,1145,R,M,3051,425,0,0,542,0,0,1728,0,0,0,0,0,1939,0,0,1990,0,1080,1133,1189,2395,2342,2474,2483,1188,1133,4311,2788,703,4078,3319,4726,3921,5448,5021,4014,6614,5886,6139,6542,8530,6965,8877,9243,14230,13429,12793,11669,9513,14932,20016,21407,15782,20764,25661,27072,25752,38295,24262,26135,31388,34222,38756,47185,48641,52806,62845,75278,74058,72870,63890,96832,98725,99772,134809,103105,102163,141649,162571,116226,166559,143313,150623,136776,154597,95860,167799,102033,149840,166867,57212,88602,242716,109222,333734,105390,353365,125150,166867,100120
2021,1145,R,F,405,1406,0,0,0,600,0,0,0,0,881,0,0,0,0,1097,0,1105,0,1203,2572,1279,1264,0,1153,0,2009,0,868,2340,1332,0,516,3735,914,2783,1838,1393,477,3028,3086,2556,1661,3582,5658,5851,4686,4925,7235,12010,6791,7495,7292,9439,7615,10360,15328,13189,13211,14140,14847,17614,17531,14471,19030,23010,32965,31686,38227,41803,40800,55531,44102,54084,81760,50618,50560,97704,80416,108516,69824,102621,113716,128699,176051,190106,131735,160089,189345,134403,142637,159125,210944,153396,177221,113600,120549,32276,69004,33352,34903
2021,3100,T,B,4149,445,278,205,133,120,132,140,171,152,191,152,249,258,371,431,479,556,760,955,935,1061,1133,1288,992,1223,1174,1399,1391,1689,2011,2011,2502,2533,3185,3236,3542,3913,4530,4888,5426,5472,6239,6576,6916,7521,7789,8072,8483,9206,9695,9849,10835,11614,12576,13836,14638,15775,17272,18527,19342,21083,23378,24598,26553,29054,30450,32579,35483,38355,40998,44483,51464,47188,59772,56627,64898,70071,67384,87779,86802,101863,113080,120377,137061,153486,169088,175590,202881,219434,232972,252746,286841,296733,279437,290781,273537,239709,211948,171454,65368
2021,3100,T,M,4499,507,291,219,106,133,168,159,160,189,218,174,284,308,369,567,665,792,994,1152,1331,1454,1653,1679,1476,1837,1637,1974,1855,2436,2849,2782,3598,3576,4517,4685,4793,5576,6436,7340,7879,7920,9085,9261,10347,11067,11067,12165,12620,13265,13856,14250,16365,17224,18977,20894,21847,23552,25952,27972,28723,31632,36457,38834,41595,45553,48316,50544,55489,60196,62306,66714,77301,72044,86746,80690,91750,94019,91420,125021,121622,134551,145871,152376,165207,184412,187723,197080,208754,219082,216493,223539,244177,231909,219849,211961,154967,156269,109298,79171,31062
2021,3100,T,F,3780,379,265,191,162,106,95,120,182,113,163,128,213,205,373,289,284,311,512,738,505,635,583,876,484,571,686,797,901,881,1095,1181,1344,1442,1805,1758,2270,2221,2613,2446,3013,3074,3467,4014,3691,4227,4768,4277,4649,5484,5914,5917,6014,6809,7163,7981,8772,9573,10542,11414,12400,13509,14401,15140,16923,18832,19733,22230,24294,26411,29514,32821,38515,35092,46813,45265,52596,59588,57778,74181,74067,90246,102361,110162,128224,144156,163527,169558,201239,219457,237623,261040,298528,315697,297935,314231,307858,264380,243732,201407,78262
2021,3100,U,B,4056,455,270,198,119,118,128,132,182,138,205,139,239,257,362,430,418,524,724,919,932,1069,1063,1212,863,1253,1139,1335,1269,1509,1886,1924,2364,2382,2938,3063,3268,3614,4305,4599,5193,5266,5916,6306,6745,7236,7370,7926,8318,8843,9477,9567,10603,11091,12164,13002,14126,15005,16907,17692,18497,20295,21913,23435,25520,28183,29951,32027,34773,37826,40228,44390,51156,47256,60203,57095,65605,71092,68228,89873,89498,104516,115911,123869,140660,158826,176011,183679,212036,228169,243305,261451,304328,318870,296172,308932,285241,242811,213423,170921,62359
2021,3100,U,M,4492,510,270,208,95,154,183,161,177,156,245,191,257,301,336,549,640,732,923,1179,1371,1474,1502,1533,1196,1855,1562,1858,1670,2238,2677,2692,3453,3383,4193,4467,4454,5266,6251,7031,7675,7730,8656,8896,10196,10687,10598,12109,12500,12852,13622,13978,16099,16315,18389,19897,21428,22802,25794,27075,27854,30648,34032,37351,40211,44414,48126,49676,55075,59793,61726,67021,77476,72770,88649,81990,94374,96854,93750,129941,126922,140741,154191,160849,172604,195889,195548,213458,221765,231712,226099,241769,262216,247039,247618,235490,161123,160044,100573,85958,30401
2021,3100,U,F,3595,396,270,188,143,81,69,100,188,120,162,84,219,210,390,306,186,308,516,643,470,641,607,881,518,623,699,801,863,751,1051,1128,1260,1377,1688,1686,2105,1989,2409,2247,2815,2918,3316,3899,3588,4108,4467,4128,4516,5240,5779,5699,5902,6716,7018,7406,8346,8986,10269,10924,11865,13172,13957,14584,16507,18527,19473,22266,23881,26270,29004,32912,38454,35266,46935,45607,52691,60031,58132,75450,76030,91888,103697,112367,130815,147834,170256,175418,209387,227094,248185,266978,315802,340500,311432,331152,321553,267156,248899,199091,74539
2021,3100,R,B,4812,378,337,249,228,131,159,186,110,224,123,220,305,263,416,436,829,748,989,1172,952,1015,1495,1667,1626,1068,1372,1795,2267,3123,2972,2640,3452,3552,4828,4391,5377,5900,6016,6763,6938,6796,8257,8247,7964,9248,10306,8948,9454,11333,10968,11442,12077,14310,14639,17946,17147,19460,18994,22430,23246,24684,30006,29877,31307,33143,32819,35248,38982,40984,44900,44958,53114,46788,57088,53557,60275,64004,63006,77932,73920,88781,98985,102383,119065,129197,139354,142840,167000,184520,191003,216543,215553,207168,206154,205430,212413,220398,201775,175386,104641
2021,3100,R,M,4548,488,434,288,177,0,77,144,71,363,79,85,423,342,540,657,809,1151,1410,1013,1120,1351,2397,2361,2777,1749,2034,2633,3012,3793,3998,3345,4461,4695,6389,5959,6787,7407,7521,9144,9077,9030,11538,11315,11186,13182,13655,12482,13286,15522,15145,15688,17699,21573,21722,25486,23724,26790,26614,31635,32231,35572,45989,44681,47133,50210,49099,54173,57241,61925,64910,65337,76501,68383,76401,73090,76252,78641,79876,103220,97961,106467,108603,113564,131227,135846,156103,133583,160998,168828,176208,148430,171390,162866,90332,91797,121009,133347,176018,21980,41241
2021,3100,R,F,5092,260,233,207,282,270,247,230,151,77,170,363,179,180,286,201,849,327,483,1390,733,599,446,853,308,297,611,774,1231,2136,1491,1640,2035,1961,2717,2320,3548,3991,4145,3891,4429,4187,4501,4798,4385,5015,6736,5233,5487,7011,6752,7228,6646,7318,7937,10990,11019,12631,11963,13969,15153,15216,16632,17929,19029,20400,21080,22041,26523,27170,32286,32321,38867,33975,45996,42887,51939,56839,55905,68072,64440,81891,95465,98332,114898,127047,134081,145538,168727,188900,195123,236287,227899,218681,239948,236519,237414,246937,208942,217578,124235
2021,1186,T,B,3676,748,0,478,143,131,257,258,0,128,134,136,0,284,300,622,1516,447,776,1654,1220,749,1528,1293,1470,2269,1182,1352,1997,2331,3457,3167,3781,3476,5741,4622,4922,5800,6650,6288,5299,8265,7191,8224,10035,8517,9871,9065,9712,14576,12350,13968,13145,15886,19286,19153,18007,20713,23889,24018,24208,30789,33184,26775,32733,35207,35774,39016,43530,48568,47187,49198,58231,53935,65702,63793,78507,79422,78914,107828,102071,123246,135929,137426,146259,188159,240283,232014,253102,258798,282353,314987,339265,360709,397196,435897,453608,500000,416667,210526,253968
2021,1186,T,M,4918,1444,0,617,279,255,0,252,0,249,259,261,0,0,588,1212,2337,568,924,1356,2128,1153,1947,1834,2570,4096,1299,1619,1907,3279,4633,4826,5426,5292,6842,6208,6779,7765,9323,10224,7641,10960,10530,11426,14968,12929,14777,11052,11707,22393,18107,21491,21115,23802,25854,30505,24624,32915,35514,39523,35825,47983,50943,43720,51037,57152,57080,61705,69243,79248,71475,81633,86686,94534,103511,105430,114144,89485,122010,158021,169972,172491,178248,192833,181401,229607,349076,283465,330383,309353,312500,288660,393939,313725,447761,604651,444444,250000,333333,125000,380952
2021,1186,T,F,2376,0,0,329,0,0,527,265,0,0,0,0,0,576,0,0,630,314,625,1939,343,365,1125,744,368,357,1055,1061,2095,1299,2245,1475,2053,1496,4544,2952,2991,3746,3891,2316,3000,5612,3896,5117,5292,4385,5261,7186,7872,7616,7284,7313,6344,9184,13897,10236,12746,10875,14809,12260,15778,19078,21359,15527,21016,21646,23307,26694,29872,32357,34942,33478,44809,35642,48733,45987,63742,75244,63465,91942,81332,108981,124103,123192,138358,179124,217670,221378,237470,249841,277182,320162,329114,369942,387812,408922,455696,605263,444444,243902,190476
2021,1186,U,B,3465,893,0,379,169,155,156,323,0,162,165,162,0,344,362,562,1448,176,551,1592,1297,949,1460,1167,699,2184,816,984,1472,1677,3495,2727,3145,2658,4783,3818,3920,5342,5451,5829,4690,7608,5842,7009,8713,7428,9085,8637,8524,12163,11529,11963,11631,14660,18320,17568,16508,18005,23520,22670,23404,29102,28819,24639,30024,33464,34674,37660,39551,47101,46780,49464,59073,54555,67792,63905,76876,78562,79105,102776,104951,123229,139970,138826,139022,192833,247511,241945,276190,261976,291005,311602,371200,402626,379603,428044,416667,523810,500000,300000,615385
2021,1186,U,M,5410,1729,0,370,335,303,0,315,0,316,321,310,0,0,701,1093,2433,336,734,1253,2259,1496,1533,1421,951,3885,790,1133,1082,2715,4734,4808,4360,4145,5317,4882,5479,7193,8187,10166,7026,11394,8525,9953,13346,11233,13194,10829,10040,19843,16197,19254,18756,21514,25069,30016,21227,29283,34979,36952,35112,47421,43272,39666,47748,55887,56882,58754,64680,80737,74292,87419,89262,94926,109665,103774,121466,96045,116071,167861,183993,194363,196429,200669,176024,242678,373984,286738,345133,323529,300578,296296,530120,338462,489796,705882,545455,347826,461538,166667,380952
2021,1186,U,F,1421,0,0,388,0,0,319,331,0,0,0,0,0,709,0,0,378,0,368,1901,415,452,1394,920,457,442,845,822,1878,663,2345,790,1976,1160,4244,2764,2369,3488,2761,1666,2472,4019,3292,4264,4479,3977,5307,6604,7154,5481,7517,5707,5718,9018,12991,8264,12981,9446,15062,12400,15394,17469,19830,15179,19226,20393,22456,26810,26656,30208,33761,31733,45159,36770,49617,47407,58545,71217,65538,82454,81341,103059,124560,122963,130556,182144,220690,232796,263666,250883,289282,314286,346863,413265,361842,388186,397260,590164,511628,357143,1600000
2021,1186,R,B,4762,0,0,1001,0,0,726,0,0,0,0,0,0,0,0,910,1866,1943,1994,1962,900,0,1775,1773,4344,2604,2934,3593,6975,10560,3065,6845,8621,9726,13483,10974,12395,9035,14582,9178,8837,11806,14228,14314,16482,13733,13551,10969,14774,24775,15823,21985,18801,20285,22612,24501,22970,29404,25036,28100,26622,35781,45624,32836,40486,40353,39097,43366,56734,53310,48523,48264,55146,51485,57490,63341,84806,82569,78195,126582,91673,123308,121969,132836,167496,175403,219140,203800,190826,250489,257576,326087,247706,243902,480000,487805,692308,416667,125000,0,0
