RENGLON,ANIO,ENTIDAD,CVE_GEO,EDAD,SEXO,EMIGRANTES,INMIGRANTES,ENTIDAD_FEDERATIVA,FECHA
13322,2025-2029,Baja California Sur,3,00--04,Mujeres,259,52,Baja California Sur,2029-01-01
13323,2025-2029,Baja California Sur,3,05--09,Hombres,104,52,Baja California Sur,2029-01-01
13324,2025-2029,Baja California Sur,3,05--09,Mujeres,187,50,Baja California Sur,2029-01-01
13325,2025-2029,Baja California Sur,3,10--14,Hombres,81,63,Baja California Sur,2029-01-01
13326,2025-2029,Baja California Sur,3,10--14,Mujeres,156,50,Baja California Sur,2029-01-01
13327,2025-2029,Baja California Sur,3,15--19,Hombres,163,101,Baja California Sur,2029-01-01
13328,2025-2029,Baja California Sur,3,15--19,Mujeres,259,63,Baja California Sur,2029-01-01
13329,2025-2029,Baja California Sur,3,20--24,Hombres,295,159,Baja California Sur,2029-01-01
13330,2025-2029,Baja California Sur,3,20--24,Mujeres,385,78,Baja California Sur,2029-01-01
13331,2025-2029,Baja California Sur,3,25--29,Hombres,318,211,Baja California Sur,2029-01-01
13332,2025-2029,Baja California Sur,3,25--29,Mujeres,367,100,Baja California Sur,2029-01-01
13333,2025-2029,Baja California Sur,3,30--34,Hombres,255,220,Baja California Sur,2029-01-01
13334,2025-2029,Baja California Sur,3,30--34,Mujeres,291,87,Baja California Sur,2029-01-01
13335,2025-2029,Baja California Sur,3,35--39,Hombres,171,192,Baja California Sur,2029-01-01
13336,2025-2029,Baja California Sur,3,35--39,Mujeres,222,75,Baja California Sur,2029-01-01
13337,2025-2029,Baja California Sur,3,40--44,Hombres,104,146,Baja California Sur,2029-01-01
13338,2025-2029,Baja California Sur,3,40--44,Mujeres,168,54,Baja California Sur,2029-01-01
13339,2025-2029,Baja California Sur,3,45--49,Hombres,63,107,Baja California Sur,2029-01-01
13340,2025-2029,Baja California Sur,3,45--49,Mujeres,135,50,Baja California Sur,2029-01-01
13341,2025-2029,Baja California Sur,3,50--54,Hombres,50,87,Baja California Sur,2029-01-01
13342,2025-2029,Baja California Sur,3,50--54,Mujeres,121,50,Baja California Sur,2029-01-01
13343,2025-2029,Baja California Sur,3,55--59,Hombres,38,66,Baja California Sur,2029-01-01
13344,2025-2029,Baja California Sur,3,55--59,Mujeres,100,30,Baja California Sur,2029-01-01
13345,2025-2029,Baja California Sur,3,60--64,Hombres,25,50,Baja California Sur,2029-01-01
13346,2025-2029,Baja California Sur,3,60--64,Mujeres,79,25,Baja California Sur,2029-01-01
13347,2025-2029,Baja California Sur,3,65--69,Hombres,25,29,Baja California Sur,2029-01-01
13348,2025-2029,Baja California Sur,3,65--69,Mujeres,65,25,Baja California Sur,2029-01-01
13349,2025-2029,Baja California Sur,3,70--74,Hombres,22,25,Baja California Sur,2029-01-01
13350,2025-2029,Baja California Sur,3,70--74,Mujeres,49,11,Baja California Sur,2029-01-01
13351,2025-2029,Baja California Sur,3,75--79,Hombres,1,7,Baja California Sur,2029-01-01
13352,2025-2029,Baja California Sur,3,75--79,Mujeres,27,0,Baja California Sur,2029-01-01
13353,2025-2029,Baja California Sur,3,80--84,Hombres,0,0,Baja California Sur,2029-01-01
13354,2025-2029,Baja California Sur,3,80--84,Mujeres,25,0,Baja California Sur,2029-01-01
13355,2025-2029,Baja California Sur,3,85--89,Hombres,0,0,Baja California Sur,2029-01-01
13356,2025-2029,Baja California Sur,3,85--89,Mujeres,10,0,Baja California Sur,2029-01-01
13357,2025-2029,Campeche,4,00--04,Hombres,244,54,Campeche,2029-01-01
13358,2025-2029,Campeche,4,00--04,Mujeres,228,75,Campeche,2029-01-01
13359,2025-2029,Campeche,4,05--09,Hombres,171,49,Campeche,2029-01-01
13360,2025-2029,Campeche,4,05--09,Mujeres,162,69,Campeche,2029-01-01
13361,2025-2029,Campeche,4,10--14,Hombres,149,63,Campeche,2029-01-01
13362,2025-2029,Campeche,4,10--14,Mujeres,141,69,Campeche,2029-01-01
13363,2025-2029,Campeche,4,15--19,Hombres,275,100,Campeche,2029-01-01
13364,2025-2029,Campeche,4,15--19,Mujeres,225,75,Campeche,2029-01-01
13365,2025-2029,Campeche,4,20--24,Hombres,495,159,Campeche,2029-01-01
13366,2025-2029,Campeche,4,20--24,Mujeres,335,99,Campeche,2029-01-01
13367,2025-2029,Campeche,4,25--29,Hombres,537,211,Campeche,2029-01-01
13368,2025-2029,Campeche,4,25--29,Mujeres,322,120,Campeche,2029-01-01
13369,2025-2029,Campeche,4,30--34,Hombres,425,218,Campeche,2029-01-01
13370,2025-2029,Campeche,4,30--34,Mujeres,255,104,Campeche,2029-01-01
13371,2025-2029,Campeche,4,35--39,Hombres,288,192,Campeche,2029-01-01
13372,2025-2029,Campeche,4,35--39,Mujeres,193,91,Campeche,2029-01-01
13373,2025-2029,Campeche,4,40--44,Hombres,175,146,Campeche,2029-01-01
13374,2025-2029,Campeche,4,40--44,Mujeres,145,75,Campeche,2029-01-01
13375,2025-2029,Campeche,4,45--49,Hombres,111,107,Campeche,2029-01-01
13376,2025-2029,Campeche,4,45--49,Mujeres,120,53,Campeche,2029-01-01
13377,2025-2029,Campeche,4,50--54,Hombres,80,87,Campeche,2029-01-01
13378,2025-2029,Campeche,4,50--54,Mujeres,100,50,Campeche,2029-01-01
13379,2025-2029,Campeche,4,55--59,Hombres,63,66,Campeche,2029-01-01
13380,2025-2029,Campeche,4,55--59,Mujeres,87,50,Campeche,2029-01-01
13381,2025-2029,Campeche,4,60--64,Hombres,50,50,Campeche,2029-01-01
13382,2025-2029,Campeche,4,60--64,Mujeres,74,27,Campeche,2029-01-01
13383,2025-2029,Campeche,4,65--69,Hombres,34,28,Campeche,2029-01-01
13384,2025-2029,Campeche,4,65--69,Mujeres,53,25,Campeche,2029-01-01
13385,2025-2029,Campeche,4,70--74,Hombres,25,25,Campeche,2029-01-01
13386,2025-2029,Campeche,4,70--74,Mujeres,43,22,Campeche,2029-01-01
13387,2025-2029,Campeche,4,75--79,Hombres,25,7,Campeche,2029-01-01
13388,2025-2029,Campeche,4,75--79,Mujeres,25,0,Campeche,2029-01-01
13389,2025-2029,Campeche,4,80--84,Hombres,4,0,Campeche,2029-01-01
13390,2025-2029,Campeche,4,80--84,Mujeres,25,0,Campeche,2029-01-01
13391,2025-2029,Campeche,4,85--89,Hombres,0,0,Campeche,2029-01-01
13392,2025-2029,Campeche,4,85--89,Mujeres,5,0,Campeche,2029-01-01
13393,2025-2029,Coahuila,5,00--04,Hombres,1170,486,Coahuila,2029-01-01
13394,2025-2029,Coahuila,5,00--04,Mujeres,1692,660,Coahuila,2029-01-01
13395,2025-2029,Coahuila,5,05--09,Hombres,822,474,Coahuila,2029-01-01
13396,2025-2029,Coahuila,5,05--09,Mujeres,1211,616,Coahuila,2029-01-01
13397,2025-2029,Coahuila,5,10--14,Hombres,693,611,Coahuila,2029-01-01
13398,2025-2029,Coahuila,5,10--14,Mujeres,1040,629,Coahuila,2029-01-01
13399,2025-2029,Coahuila,5,15--19,Hombres,1316,961,Coahuila,2029-01-01
13400,2025-2029,Coahuila,5,15--19,Mujeres,1684,716,Coahuila,2029-01-01
13401,2025-2029,Coahuila,5,20--24,Hombres,2397,1559,Coahuila,2029-01-01
13402,2025-2029,Coahuila,5,20--24,Mujeres,2497,929,Coahuila,2029-01-01
13403,2025-2029,Coahuila,5,25--29,Hombres,2581,2043,Coahuila,2029-01-01
13404,2025-2029,Coahuila,5,25--29,Mujeres,2403,1077,Coahuila,2029-01-01
13405,2025-2029,Coahuila,5,30--34,Hombres,2046,2102,Coahuila,2029-01-01
13406,2025-2029,Coahuila,5,30--34,Mujeres,1886,1009,Coahuila,2029-01-01
13407,2025-2029,Coahuila,5,35--39,Hombres,1379,1849,Coahuila,2029-01-01
13408,2025-2029,Coahuila,5,35--39,Mujeres,1437,845,Coahuila,2029-01-01
13409,2025-2029,Coahuila,5,40--44,Hombres,840,1423,Coahuila,2029-01-01
13410,2025-2029,Coahuila,5,40--44,Mujeres,1098,672,Coahuila,2029-01-01
13411,2025-2029,Coahuila,5,45--49,Hombres,526,1044,Coahuila,2029-01-01
13412,2025-2029,Coahuila,5,45--49,Mujeres,885,551,Coahuila,2029-01-01
13413,2025-2029,Coahuila,5,50--54,Hombres,387,836,Coahuila,2029-01-01
13414,2025-2029,Coahuila,5,50--54,Mujeres,765,482,Coahuila,2029-01-01
13415,2025-2029,Coahuila,5,55--59,Hombres,303,649,Coahuila,2029-01-01
13416,2025-2029,Coahuila,5,55--59,Mujeres,651,403,Coahuila,2029-01-01
13417,2025-2029,Coahuila,5,60--64,Hombres,233,463,Coahuila,2029-01-01
13418,2025-2029,Coahuila,5,60--64,Mujeres,530,315,Coahuila,2029-01-01
13419,2025-2029,Coahuila,5,65--69,Hombres,172,312,Coahuila,2029-01-01
13420,2025-2029,Coahuila,5,65--69,Mujeres,416,222,Coahuila,2029-01-01
13421,2025-2029,Coahuila,5,70--74,Hombres,120,190,Coahuila,2029-01-01
13422,2025-2029,Coahuila,5,70--74,Mujeres,303,146,Coahuila,2029-01-01
13423,2025-2029,Coahuila,5,75--79,Hombres,81,104,Coahuila,2029-01-01
13424,2025-2029,Coahuila,5,75--79,Mujeres,208,85,Coahuila,2029-01-01
13425,2025-2029,Coahuila,5,80--84,Hombres,52,58,Coahuila,2029-01-01
13426,2025-2029,Coahuila,5,80--84,Mujeres,137,55,Coahuila,2029-01-01
13427,2025-2029,Coahuila,5,85--89,Hombres,27,26,Coahuila,2029-01-01
13428,2025-2029,Coahuila,5,85--89,Mujeres,77,25,Coahuila,2029-01-01
13429,2025-2029,Colima,6,00--04,Hombres,543,108,Colima,2029-01-01
13430,2025-2029,Colima,6,00--04,Mujeres,630,131,Colima,2029-01-01
13431,2025-2029,Colima,6,05--09,Hombres,382,105,Colima,2029-01-01
13432,2025-2029,Colima,6,05--09,Mujeres,450,125,Colima,2029-01-01
13433,2025-2029,Colima,6,10--14,Hombres,321,133,Colima,2029-01-01
13434,2025-2029,Colima,6,10--14,Mujeres,385,126,Colima,2029-01-01
13435,2025-2029,Colima,6,15--19,Hombres,611,213,Colima,2029-01-01
13436,2025-2029,Colima,6,15--19,Mujeres,627,142,Colima,2029-01-01
13437,2025-2029,Colima,6,20--24,Hombres,1113,345,Colima,2029-01-01
13438,2025-2029,Colima,6,20--24,Mujeres,929,185,Colima,2029-01-01
13439,2025-2029,Colima,6,25--29,Hombres,1201,452,Colima,2029-01-01
13440,2025-2029,Colima,6,25--29,Mujeres,893,216,Colima,2029-01-01
13441,2025-2029,Colima,6,30--34,Hombres,950,464,Colima,2029-01-01
13442,2025-2029,Colima,6,30--34,Mujeres,704,200,Colima,2029-01-01
13443,2025-2029,Colima,6,35--39,Hombres,641,409,Colima,2029-01-01
13444,2025-2029,Colima,6,35--39,Mujeres,535,168,Colima,2029-01-01
13445,2025-2029,Colima,6,40--44,Hombres,393,316,Colima,2029-01-01
13446,2025-2029,Colima,6,40--44,Mujeres,409,134,Colima,2029-01-01
13447,2025-2029,Colima,6,45--49,Hombres,243,232,Colima,2029-01-01
13448,2025-2029,Colima,6,45--49,Mujeres,329,108,Colima,2029-01-01
13449,2025-2029,Colima,6,50--54,Hombres,184,187,Colima,2029-01-01
13450,2025-2029,Colima,6,50--54,Mujeres,286,100,Colima,2029-01-01
13451,2025-2029,Colima,6,55--59,Hombres,140,143,Colima,2029-01-01
13452,2025-2029,Colima,6,55--59,Mujeres,242,76,Colima,2029-01-01
13453,2025-2029,Colima,6,60--64,Hombres,108,102,Colima,2029-01-01
13454,2025-2029,Colima,6,60--64,Mujeres,197,62,Colima,2029-01-01
13455,2025-2029,Colima,6,65--69,Hombres,81,69,Colima,2029-01-01
13456,2025-2029,Colima,6,65--69,Mujeres,155,47,Colima,2029-01-01
13457,2025-2029,Colima,6,70--74,Hombres,54,42,Colima,2029-01-01
13458,2025-2029,Colima,6,70--74,Mujeres,113,25,Colima,2029-01-01
13459,2025-2029,Colima,6,75--79,Hombres,35,25,Colima,2029-01-01
13460,2025-2029,Colima,6,75--79,Mujeres,78,25,Colima,2029-01-01
13461,2025-2029,Colima,6,80--84,Hombres,25,12,Colima,2029-01-01
13462,2025-2029,Colima,6,80--84,Mujeres,52,3,Colima,2029-01-01
13463,2025-2029,Colima,6,85--89,Hombres,14,0,Colima,2029-01-01
13464,2025-2029,Colima,6,85--89,Mujeres,27,0,Colima,2029-01-01
13465,2025-2029,Chiapas,7,00--04,Hombres,1771,574,Chiapas,2029-01-01
13466,2025-2029,Chiapas,7,00--04,Mujeres,1228,700,Chiapas,2029-01-01
13467,2025-2029,Chiapas,7,05--09,Hombres,1248,566,Chiapas,2029-01-01
13468,2025-2029,Chiapas,7,05--09,Mujeres,878,649,Chiapas,2029-01-01
13469,2025-2029,Chiapas,7,10--14,Hombres,1049,723,Chiapas,2029-01-01
13470,2025-2029,Chiapas,7,10--14,Mujeres,754,662,Chiapas,2029-01-01
13471,2025-2029,Chiapas,7,15--19,Hombres,1998,1140,Chiapas,2029-01-01
13472,2025-2029,Chiapas,7,15--19,Mujeres,1224,760,Chiapas,2029-01-01
13473,2025-2029,Chiapas,7,20--24,Hombres,3631,1849,Chiapas,2029-01-01
13474,2025-2029,Chiapas,7,20--24,Mujeres,1813,981,Chiapas,2029-01-01
13475,2025-2029,Chiapas,7,25--29,Hombres,3917,2427,Chiapas,2029-01-01
13476,2025-2029,Chiapas,7,25--29,Mujeres,1746,1135,Chiapas,2029-01-01
13477,2025-2029,Chiapas,7,30--34,Hombres,3102,2489,Chiapas,2029-01-01
13478,2025-2029,Chiapas,7,30--34,Mujeres,1372,1063,Chiapas,2029-01-01
13479,2025-2029,Chiapas,7,35--39,Hombres,2090,2196,Chiapas,2029-01-01
13480,2025-2029,Chiapas,7,35--39,Mujeres,1042,893,Chiapas,2029-01-01
13481,2025-2029,Chiapas,7,40--44,Hombres,1277,1688,Chiapas,2029-01-01
13482,2025-2029,Chiapas,7,40--44,Mujeres,797,710,Chiapas,2029-01-01
13483,2025-2029,Chiapas,7,45--49,Hombres,793,1239,Chiapas,2029-01-01
13484,2025-2029,Chiapas,7,45--49,Mujeres,641,581,Chiapas,2029-01-01
13485,2025-2029,Chiapas,7,50--54,Hombres,591,994,Chiapas,2029-01-01
13486,2025-2029,Chiapas,7,50--54,Mujeres,555,509,Chiapas,2029-01-01
13487,2025-2029,Chiapas,7,55--59,Hombres,460,768,Chiapas,2029-01-01
13488,2025-2029,Chiapas,7,55--59,Mujeres,473,425,Chiapas,2029-01-01
13489,2025-2029,Chiapas,7,60--64,Hombres,352,553,Chiapas,2029-01-01
13490,2025-2029,Chiapas,7,60--64,Mujeres,386,332,Chiapas,2029-01-01
13491,2025-2029,Chiapas,7,65--69,Hombres,259,373,Chiapas,2029-01-01
13492,2025-2029,Chiapas,7,65--69,Mujeres,302,237,Chiapas,2029-01-01
13493,2025-2029,Chiapas,7,70--74,Hombres,182,225,Chiapas,2029-01-01
13494,2025-2029,Chiapas,7,70--74,Mujeres,221,151,Chiapas,2029-01-01
13495,2025-2029,Chiapas,7,75--79,Hombres,120,128,Chiapas,2029-01-01
13496,2025-2029,Chiapas,7,75--79,Mujeres,150,90,Chiapas,2029-01-01
13497,2025-2029,Chiapas,7,80--84,Hombres,79,67,Chiapas,2029-01-01
13498,2025-2029,Chiapas,7,80--84,Mujeres,100,55,Chiapas,2029-01-01
13499,2025-2029,Chiapas,7,85--89,Hombres,42,31,Chiapas,2029-01-01
13500,2025-2029,Chiapas,7,85--89,Mujeres,57,27,Chiapas,2029-01-01
13501,2025-2029,Chihuahua,8,00--04,Hombres,2460,1617,Chihuahua,2029-01-01
13502,2025-2029,Chihuahua,8,00--04,Mujeres,3616,2387,Chihuahua,2029-01-01
13503,2025-2029,Chihuahua,8,05--09,Hombres,1732,1593,Chihuahua,2029-01-01
13504,2025-2029,Chihuahua,8,05--09,Mujeres,2589,2217,Chihuahua,2029-01-01
13505,2025-2029,Chihuahua,8,10--14,Hombres,1453,2028,Chihuahua,2029-01-01
13506,2025-2029,Chihuahua,8,10--14,Mujeres,2220,2264,Chihuahua,2029-01-01
13507,2025-2029,Chihuahua,8,15--19,Hombres,2773,3216,Chihuahua,2029-01-01
13508,2025-2029,Chihuahua,8,15--19,Mujeres,3604,2598,Chihuahua,2029-01-01
13509,2025-2029,Chihuahua,8,20--24,Hombres,5038,5216,Chihuahua,2029-01-01
13510,2025-2029,Chihuahua,8,20--24,Mujeres,5342,3352,Chihuahua,2029-01-01
13511,2025-2029,Chihuahua,8,25--29,Hombres,5434,6833,Chihuahua,2029-01-01
13512,2025-2029,Chihuahua,8,25--29,Mujeres,5141,3878,Chihuahua,2029-01-01
13513,2025-2029,Chihuahua,8,30--34,Hombres,4304,7013,Chihuahua,2029-01-01
13514,2025-2029,Chihuahua,8,30--34,Mujeres,4039,3641,Chihuahua,2029-01-01
13515,2025-2029,Chihuahua,8,35--39,Hombres,2903,6177,Chihuahua,2029-01-01
13516,2025-2029,Chihuahua,8,35--39,Mujeres,3071,3053,Chihuahua,2029-01-01
13517,2025-2029,Chihuahua,8,40--44,Hombres,1773,4754,Chihuahua,2029-01-01
13518,2025-2029,Chihuahua,8,40--44,Mujeres,2348,2431,Chihuahua,2029-01-01
13519,2025-2029,Chihuahua,8,45--49,Hombres,1107,3497,Chihuahua,2029-01-01
13520,2025-2029,Chihuahua,8,45--49,Mujeres,1889,1992,Chihuahua,2029-01-01
13521,2025-2029,Chihuahua,8,50--54,Hombres,817,2799,Chihuahua,2029-01-01
13522,2025-2029,Chihuahua,8,50--54,Mujeres,1639,1726,Chihuahua,2029-01-01
13523,2025-2029,Chihuahua,8,55--59,Hombres,636,2166,Chihuahua,2029-01-01
13524,2025-2029,Chihuahua,8,55--59,Mujeres,1392,1457,Chihuahua,2029-01-01
13525,2025-2029,Chihuahua,8,60--64,Hombres,485,1560,Chihuahua,2029-01-01
13526,2025-2029,Chihuahua,8,60--64,Mujeres,1137,1138,Chihuahua,2029-01-01
13527,2025-2029,Chihuahua,8,65--69,Hombres,359,1050,Chihuahua,2029-01-01
13528,2025-2029,Chihuahua,8,65--69,Mujeres,890,801,Chihuahua,2029-01-01
13529,2025-2029,Chihuahua,8,70--74,Hombres,252,636,Chihuahua,2029-01-01
13530,2025-2029,Chihuahua,8,70--74,Mujeres,648,516,Chihuahua,2029-01-01
13531,2025-2029,Chihuahua,8,75--79,Hombres,166,354,Chihuahua,2029-01-01
13532,2025-2029,Chihuahua,8,75--79,Mujeres,444,316,Chihuahua,2029-01-01
13533,2025-2029,Chihuahua,8,80--84,Hombres,107,202,Chihuahua,2029-01-01
13534,2025-2029,Chihuahua,8,80--84,Mujeres,294,191,Chihuahua,2029-01-01
13535,2025-2029,Chihuahua,8,85--89,Hombres,60,103,Chihuahua,2029-01-01
13536,2025-2029,Chihuahua,8,85--89,Mujeres,165,107,Chihuahua,2029-01-01
13537,2025-2029,Ciudad de México,9,00--04,Hombres,3190,2075,Ciudad de México,2029-01-01
13538,2025-2029,Ciudad de México,9,00--04,Mujeres,5690,3390,Ciudad de México,2029-01-01
13539,2025-2029,Ciudad de México,9,05--09,Hombres,2245,2048,Ciudad de México,2029-01-01
13540,2025-2029,Ciudad de México,9,05--09,Mujeres,4067,3156,Ciudad de México,2029-01-01
13541,2025-2029,Ciudad de México,9,10--14,Hombres,1886,2601,Ciudad de México,2029-01-01
13542,2025-2029,Ciudad de México,9,10--14,Mujeres,3490,3221,Ciudad de México,2029-01-01
13543,2025-2029,Ciudad de México,9,15--19,Hombres,3596,4120,Ciudad de México,2029-01-01
13544,2025-2029,Ciudad de México,9,15--19,Mujeres,5669,3692,Ciudad de México,2029-01-01
13545,2025-2029,Ciudad de México,9,20--24,Hombres,6536,6689,Ciudad de México,2029-01-01
13546,2025-2029,Ciudad de México,9,20--24,Mujeres,8398,4769,Ciudad de México,2029-01-01
13547,2025-2029,Ciudad de México,9,25--29,Hombres,7048,8758,Ciudad de México,2029-01-01
13548,2025-2029,Ciudad de México,9,25--29,Mujeres,8082,5517,Ciudad de México,2029-01-01
13549,2025-2029,Ciudad de México,9,30--34,Hombres,5584,9003,Ciudad de México,2029-01-01
13550,2025-2029,Ciudad de México,9,30--34,Mujeres,6344,5174,Ciudad de México,2029-01-01
13551,2025-2029,Ciudad de México,9,35--39,Hombres,3765,7930,Ciudad de México,2029-01-01
13552,2025-2029,Ciudad de México,9,35--39,Mujeres,4824,4330,Ciudad de México,2029-01-01
13553,2025-2029,Ciudad de México,9,40--44,Hombres,2298,6104,Ciudad de México,2029-01-01
13554,2025-2029,Ciudad de México,9,40--44,Mujeres,3684,3453,Ciudad de México,2029-01-01
13555,2025-2029,Ciudad de México,9,45--49,Hombres,1435,4486,Ciudad de México,2029-01-01
13556,2025-2029,Ciudad de México,9,45--49,Mujeres,2964,2830,Ciudad de México,2029-01-01
13557,2025-2029,Ciudad de México,9,50--54,Hombres,1057,3591,Ciudad de México,2029-01-01
13558,2025-2029,Ciudad de México,9,50--54,Mujeres,2579,2453,Ciudad de México,2029-01-01
13559,2025-2029,Ciudad de México,9,55--59,Hombres,827,2774,Ciudad de México,2029-01-01
13560,2025-2029,Ciudad de México,9,55--59,Mujeres,2193,2078,Ciudad de México,2029-01-01
13561,2025-2029,Ciudad de México,9,60--64,Hombres,633,1999,Ciudad de México,2029-01-01
13562,2025-2029,Ciudad de México,9,60--64,Mujeres,1784,1619,Ciudad de México,2029-01-01
13563,2025-2029,Ciudad de México,9,65--69,Hombres,470,1352,Ciudad de México,2029-01-01
13564,2025-2029,Ciudad de México,9,65--69,Mujeres,1399,1136,Ciudad de México,2029-01-01
13565,2025-2029,Ciudad de México,9,70--74,Hombres,329,817,Ciudad de México,2029-01-01
13566,2025-2029,Ciudad de México,9,70--74,Mujeres,1024,731,Ciudad de México,2029-01-01
13567,2025-2029,Ciudad de México,9,75--79,Hombres,216,451,Ciudad de México,2029-01-01
13568,2025-2029,Ciudad de México,9,75--79,Mujeres,700,445,Ciudad de México,2029-01-01
13569,2025-2029,Ciudad de México,9,80--84,Hombres,139,261,Ciudad de México,2029-01-01
13570,2025-2029,Ciudad de México,9,80--84,Mujeres,457,273,Ciudad de México,2029-01-01
13571,2025-2029,Ciudad de México,9,85--89,Hombres,80,117,Ciudad de México,2029-01-01
13572,2025-2029,Ciudad de México,9,85--89,Mujeres,262,142,Ciudad de México,2029-01-01
13573,2025-2029,Durango,10,00--04,Hombres,1338,428,Durango,2029-01-01
13574,2025-2029,Durango,10,00--04,Mujeres,1347,467,Durango,2029-01-01
13575,2025-2029,Durango,10,05--09,Hombres,943,422,Durango,2029-01-01
13576,2025-2029,Durango,10,05--09,Mujeres,964,435,Durango,2029-01-01
13577,2025-2029,Durango,10,10--14,Hombres,793,540,Durango,2029-01-01
13578,2025-2029,Durango,10,10--14,Mujeres,826,442,Durango,2029-01-01
13579,2025-2029,Durango,10,15--19,Hombres,1508,853,Durango,2029-01-01
13580,2025-2029,Durango,10,15--19,Mujeres,1341,507,Durango,2029-01-01
13581,2025-2029,Durango,10,20--24,Hombres,2744,1381,Durango,2029-01-01
13582,2025-2029,Durango,10,20--24,Mujeres,1988,655,Durango,2029-01-01
13583,2025-2029,Durango,10,25--29,Hombres,2958,1812,Durango,2029-01-01
13584,2025-2029,Durango,10,25--29,Mujeres,1916,761,Durango,2029-01-01
13585,2025-2029,Durango,10,30--34,Hombres,2343,1863,Durango,2029-01-01
13586,2025-2029,Durango,10,30--34,Mujeres,1504,712,Durango,2029-01-01
13587,2025-2029,Durango,10,35--39,Hombres,1581,1639,Durango,2029-01-01
13588,2025-2029,Durango,10,35--39,Mujeres,1143,594,Durango,2029-01-01
13589,2025-2029,Durango,10,40--44,Hombres,965,1262,Durango,2029-01-01
13590,2025-2029,Durango,10,40--44,Mujeres,875,474,Durango,2029-01-01
13591,2025-2029,Durango,10,45--49,Hombres,600,928,Durango,2029-01-01
13592,2025-2029,Durango,10,45--49,Mujeres,705,391,Durango,2029-01-01
13593,2025-2029,Durango,10,50--54,Hombres,447,743,Durango,2029-01-01
13594,2025-2029,Durango,10,50--54,Mujeres,613,341,Durango,2029-01-01
13595,2025-2029,Durango,10,55--59,Hombres,347,575,Durango,2029-01-01
13596,2025-2029,Durango,10,55--59,Mujeres,519,284,Durango,2029-01-01
13597,2025-2029,Durango,10,60--64,Hombres,265,411,Durango,2029-01-01
13598,2025-2029,Durango,10,60--64,Mujeres,422,222,Durango,2029-01-01
13599,2025-2029,Durango,10,65--69,Hombres,196,278,Durango,2029-01-01
13600,2025-2029,Durango,10,65--69,Mujeres,333,158,Durango,2029-01-01
13601,2025-2029,Durango,10,70--74,Hombres,138,168,Durango,2029-01-01
13602,2025-2029,Durango,10,70--74,Mujeres,242,101,Durango,2029-01-01
13603,2025-2029,Durango,10,75--79,Hombres,89,93,Durango,2029-01-01
13604,2025-2029,Durango,10,75--79,Mujeres,164,60,Durango,2029-01-01
13605,2025-2029,Durango,10,80--84,Hombres,59,50,Durango,2029-01-01
13606,2025-2029,Durango,10,80--84,Mujeres,110,35,Durango,2029-01-01
13607,2025-2029,Durango,10,85--89,Hombres,32,25,Durango,2029-01-01
13608,2025-2029,Durango,10,85--89,Mujeres,62,25,Durango,2029-01-01
13609,2025-2029,Guanajuato,11,00--04,Hombres,6459,921,Guanajuato,2029-01-01
13610,2025-2029,Guanajuato,11,00--04,Mujeres,3949,772,Guanajuato,2029-01-01
13611,2025-2029,Guanajuato,11,05--09,Hombres,4553,907,Guanajuato,2029-01-01
13612,2025-2029,Guanajuato,11,05--09,Mujeres,2827,719,Guanajuato,2029-01-01
13613,2025-2029,Guanajuato,11,10--14,Hombres,3830,1161,Guanajuato,2029-01-01
13614,2025-2029,Guanajuato,11,10--14,Mujeres,2427,733,Guanajuato,2029-01-01
13615,2025-2029,Guanajuato,11,15--19,Hombres,7289,1832,Guanajuato,2029-01-01
13616,2025-2029,Guanajuato,11,15--19,Mujeres,3935,840,Guanajuato,2029-01-01
13617,2025-2029,Guanajuato,11,20--24,Hombres,13253,2969,Guanajuato,2029-01-01
13618,2025-2029,Guanajuato,11,20--24,Mujeres,5834,1084,Guanajuato,2029-01-01
13619,2025-2029,Guanajuato,11,25--29,Hombres,14285,3895,Guanajuato,2029-01-01
13620,2025-2029,Guanajuato,11,25--29,Mujeres,5618,1255,Guanajuato,2029-01-01
13621,2025-2029,Guanajuato,11,30--34,Hombres,11326,3998,Guanajuato,2029-01-01
13622,2025-2029,Guanajuato,11,30--34,Mujeres,4411,1176,Guanajuato,2029-01-01
13623,2025-2029,Guanajuato,11,35--39,Hombres,7636,3521,Guanajuato,2029-01-01
13624,2025-2029,Guanajuato,11,35--39,Mujeres,3355,986,Guanajuato,2029-01-01
13625,2025-2029,Guanajuato,11,40--44,Hombres,4661,2711,Guanajuato,2029-01-01
13626,2025-2029,Guanajuato,11,40--44,Mujeres,2560,785,Guanajuato,2029-01-01
13627,2025-2029,Guanajuato,11,45--49,Hombres,2906,1988,Guanajuato,2029-01-01
13628,2025-2029,Guanajuato,11,45--49,Mujeres,2066,644,Guanajuato,2029-01-01
13629,2025-2029,Guanajuato,11,50--54,Hombres,2150,1592,Guanajuato,2029-01-01
13630,2025-2029,Guanajuato,11,50--54,Mujeres,1791,559,Guanajuato,2029-01-01
13631,2025-2029,Guanajuato,11,55--59,Hombres,1675,1236,Guanajuato,2029-01-01
13632,2025-2029,Guanajuato,11,55--59,Mujeres,1522,471,Guanajuato,2029-01-01
13633,2025-2029,Guanajuato,11,60--64,Hombres,1284,886,Guanajuato,2029-01-01
13634,2025-2029,Guanajuato,11,60--64,Mujeres,1240,368,Guanajuato,2029-01-01
13635,2025-2029,Guanajuato,11,65--69,Hombres,951,595,Guanajuato,2029-01-01
