RENGLON,AÑO,ENTIDAD,CVE_GEO,CRE_NAT,CRE_SOC,CRE_TOT,DEF,EDAD_MED,EMI_EST,EMI_INT,EVH,EVM,EV,HOM_MIT_AÑO,IND_ENV,INM_EST,INM_INT,MIG_NET_EST,MIG_NET_INT,MUJ_MIT_AÑO,NAC,POB_MIT_AÑO,MUJ_12_14,MUJ_15_17,MUJ_15_19,MUJ_15_29,MUJ_15_49,MUJ_18_24,MUJ_20_24,MUJ_3_5,MUJ_30_64,MUJ_6_11,MUJ_65_MAS,HOM_12_14,HOM_15_17,HOM_15_19,HOM_15_29,HOM_15_49,HOM_18_24,HOM_20_24,HOM_3_5,HOM_30_64,HOM_6_11,HOM_65_MAS,POB_12_14,POB_15_17,POB_15_19,POB_15_29,POB_15_49,POB_18_24,POB_20_24,POB_3_5,POB_30_64,POB_6_11,POB_65_MAS,RAZ_DEP_ADU,RAZ_DEP_INF,RAZ_DEP,T_BRU_MOR,T_BRU_NAT,T_CRE_NAT,T_CRE_SOC,T_CRE_TOT,T_EMI_EST,T_INM_EST,T_MIG_NET_EST,T_MIG_NET_INT,TMI,TEF_ADO,TGF
1076,2001,Zacatecas,32,27964,ND,ND,7958,21,ND,ND,71.18,75.90,73.53,677102,17.53,ND,ND,ND,ND,712643,35922,1389745,49463,46967,75916,197368,352247,93313,64364,49581,217357,101477,45858,50188,45580,71759,173872,314201,80205,54026,51418,199317,105078,43917,99651,92547,147675,371240,666448,173518,118390,100999,416674,206555,89775,11.39,64.99,76.38,5.73,25.85,2.01,ND,ND,ND,ND,ND,ND,22.23,87.74,3.10
1077,2002,República Mexicana,0,1911289,-475517,1435772,487200,23,ND,529396,72.00,76.83,74.41,50256500,15.48,ND,53879,ND,-475517,51910774,2398489,102167274,3324378,3195388,5228556,14435916,27126738,6767328,4734160,3443271,17398299,6903135,2913594,3420634,3243557,5225787,13673828,25655530,6340492,4358262,3558158,16378588,7123921,2485713,6745012,6438945,10454343,28109744,52782268,13107820,9092422,7001429,33776887,14027056,5399307,8.72,56.36,65.09,4.77,23.48,1.87,-0.47,1.41,ND,ND,ND,-0.47,19.60,81.65,2.71
1078,2002,Aguascalientes,1,22059,ND,ND,4090,21,ND,ND,73.12,78.13,75.66,496506,12.38,ND,ND,ND,ND,520891,26149,1017397,34390,32551,53076,145390,270027,68022,47497,37635,166430,73662,25384,35221,32709,52365,134072,248304,62056,42400,38868,152385,75858,20787,69611,65260,105441,279462,518331,130078,89897,76503,318815,149520,46171,7.72,62.34,70.05,4.02,25.70,2.17,ND,ND,ND,ND,ND,ND,20.03,85.67,2.96
1079,2002,Baja California,2,51123,ND,ND,8428,23,ND,ND,74.65,79.75,77.15,1345202,12.02,ND,ND,ND,ND,1302474,59551,2647676,78533,76067,125945,374950,714060,173519,123641,88899,446085,170522,55501,82684,80673,132562,387006,748680,176807,124918,92298,465690,177392,49027,161217,156740,258507,761956,1462740,350326,248559,181197,911775,347914,104528,6.25,51.94,58.19,3.18,22.49,1.93,ND,ND,ND,ND,ND,ND,17.22,78.99,2.51
1080,2002,Baja California Sur,3,9210,ND,ND,1641,24,ND,ND,73.97,79.22,76.47,241795,12.35,ND,ND,ND,ND,227996,10851,469791,13855,13437,22205,65416,125698,30300,21532,15240,78712,29494,9624,14851,14688,24165,69699,134687,32095,22618,15866,85087,30874,9162,28706,28125,46370,135115,260385,62395,44150,31106,163799,60368,18786,6.28,50.88,57.17,3.49,23.10,1.96,ND,ND,ND,ND,ND,ND,16.86,80.57,2.63
1081,2002,Campeche,4,12837,ND,ND,3615,22,ND,ND,70.79,75.42,72.99,367685,13.81,ND,ND,ND,ND,365478,16452,733163,24715,23686,38706,105673,193179,49746,34726,24968,117578,51162,17125,25554,24322,39204,102068,189755,47499,32617,25652,118764,52631,17948,50269,48008,77910,207741,382934,97245,67343,50620,236342,103793,35073,7.90,57.20,65.10,4.93,22.44,1.75,ND,ND,ND,ND,ND,ND,19.99,79.39,2.57
1082,2002,Coahuila,5,46007,ND,ND,9830,23,ND,ND,73.55,78.51,75.98,1217271,15.08,ND,ND,ND,ND,1216223,55837,2433494,74269,70934,116413,332808,642198,154350,108871,81590,421811,159398,64616,77774,74875,121876,335279,639444,154985,107984,84360,413100,164803,57334,152043,145809,238289,668087,1281642,309335,216855,165950,834911,324201,121950,8.11,53.80,61.91,4.04,22.95,1.89,ND,ND,ND,ND,ND,ND,18.15,81.61,2.68
1083,2002,Colima,6,9133,ND,ND,2689,23,ND,ND,72.56,77.48,74.95,278767,16.84,ND,ND,ND,ND,281171,11822,559938,17825,17479,28714,79596,151027,37445,26210,17456,97128,35860,15961,18686,18061,29208,76569,145962,35673,24526,18303,94907,37720,14557,36511,35540,57922,156165,296989,73118,50736,35759,192035,73580,30518,8.76,52.04,60.81,4.80,21.11,1.63,ND,ND,ND,ND,ND,ND,17.75,80.17,2.39
1084,2002,Chiapas,7,99639,ND,ND,20814,19,ND,ND,69.18,73.56,71.31,2076146,9.76,ND,ND,ND,ND,2095765,120453,4171911,155056,145243,234873,603520,1043722,287234,197604,165474,591881,327671,80631,158891,146316,232816,567554,994801,266302,179802,170364,582855,337484,81745,313947,291559,467689,1171074,2038523,553536,377406,335838,1174736,665155,162376,6.92,70.92,77.85,4.99,28.87,2.39,ND,ND,ND,ND,ND,ND,23.47,90.69,3.50
1085,2002,Chihuahua,8,58987,ND,ND,12314,23,ND,ND,73.92,78.93,76.37,1594681,15.18,ND,ND,ND,ND,1584204,71301,3178885,97625,92659,151644,430545,834432,199092,140107,106769,549327,209880,84765,102282,98150,159499,439304,842257,201979,140630,110585,540510,216967,75909,199907,190809,311143,869849,1676689,401071,280737,217354,1089837,426847,160674,8.20,54.02,62.21,3.87,22.43,1.86,ND,ND,ND,ND,ND,ND,17.49,80.72,2.64
1086,2002,Ciudad de México,9,120366,ND,ND,40495,27,ND,ND,74.24,79.37,76.96,4252224,24.68,ND,ND,ND,ND,4567485,160861,8819709,232211,238692,400850,1236977,2547486,573807,411649,227664,1836591,459558,344647,238020,242603,402414,1190722,2392075,548441,388630,235993,1643298,473817,231846,470231,481295,803264,2427699,4939561,1122248,800279,463657,3479889,933375,576493,9.76,39.54,49.29,4.59,18.24,1.36,ND,ND,ND,ND,ND,ND,16.21,64.50,2.00
1087,2002,Durango,10,30413,ND,ND,7273,21,ND,ND,72.11,76.95,74.50,747116,15.62,ND,ND,ND,ND,765403,37686,1512519,51621,48383,78293,206779,384300,96889,66979,53817,246457,108306,43711,53424,49575,79040,196787,361535,91454,61989,55811,230566,112114,41674,105045,97958,157333,403566,745835,188343,128968,109628,477023,220420,85385,9.70,62.07,71.76,4.81,24.92,2.01,ND,ND,ND,ND,ND,ND,19.38,87.01,3.04
1088,2002,Guanajuato,11,100119,ND,ND,24471,21,ND,ND,71.33,76.14,73.77,2353629,14.32,ND,ND,ND,ND,2526907,124590,4880536,171886,163983,267212,716230,1290763,338312,235083,178831,781433,358119,138611,172382,158354,251836,624241,1135459,289456,195974,184246,698941,366913,119404,344268,322337,519048,1340471,2426222,627768,431057,363077,1480374,725032,258015,9.15,63.87,73.02,5.01,25.53,2.05,ND,ND,ND,ND,ND,ND,21.79,84.84,2.92
1089,2002,Guerrero,12,68850,ND,ND,18486,19,ND,ND,69.60,74.13,71.89,1553887,14.11,ND,ND,ND,ND,1631938,87336,3185825,118190,108679,174333,436482,777302,206623,140969,124478,481054,250425,94670,120499,108068,169931,397492,705378,185150,123287,128034,436678,257441,82713,238689,216747,344264,833974,1482680,391773,264256,252512,917732,507866,177383,10.13,71.74,81.87,5.80,27.41,2.16,ND,ND,ND,ND,ND,ND,22.04,90.68,3.49
1090,2002,Hidalgo,13,41925,ND,ND,12604,22,ND,ND,70.83,75.54,73.20,1140831,15.79,ND,ND,ND,ND,1202844,54529,2343675,81072,76611,124218,330406,615855,154876,107269,80444,393858,166692,70216,82760,75969,120421,295010,554892,136319,91867,83193,364050,172017,60769,163832,152580,244639,625416,1170747,291195,199136,163637,757908,338709,130985,9.47,59.95,69.42,5.38,23.27,1.79,ND,ND,ND,ND,ND,ND,21.83,82.35,2.72
1091,2002,Jalisco,14,129108,ND,ND,31603,22,ND,ND,72.81,77.79,75.32,3261434,16.24,ND,ND,ND,ND,3393774,160711,6655208,216934,210657,345428,948929,1760873,447688,312917,224777,1122262,446784,201010,223557,213729,344739,894033,1646006,417239,286229,232900,1037485,462212,169540,440491,424386,690167,1842962,3406879,864927,599146,457677,2159747,908996,370550,9.26,57.01,66.27,4.75,24.15,1.94,ND,ND,ND,ND,ND,ND,19.25,83.21,2.79
1092,2002,México,15,268342,ND,ND,53958,23,ND,ND,72.52,77.36,74.96,6774890,12.13,ND,ND,ND,ND,6975311,322300,13750201,436337,424394,698886,1997463,3806776,931355,656863,456353,2400667,905003,309793,449088,433349,704093,1913185,3631354,885477,614733,471285,2273860,932026,248918,885425,857743,1402979,3910648,7438130,1816832,1271596,927638,4674527,1837029,558711,6.51,53.65,60.16,3.92,23.44,1.95,ND,ND,ND,ND,ND,ND,18.33,79.70,2.59
1093,2002,Michoacán,16,76860,ND,ND,23362,21,ND,ND,71.00,75.72,73.39,1975830,17.15,ND,ND,ND,ND,2113535,100222,4089365,147048,140107,227129,587535,1055204,279167,192145,143922,655466,297810,135028,147735,135763,214885,514046,931206,239667,160545,148227,588941,305031,120166,294783,275870,442014,1101581,1986410,518834,352690,292149,1244407,602841,255194,10.88,63.44,74.31,5.71,24.51,1.88,ND,ND,ND,ND,ND,ND,19.77,84.47,2.90
1094,2002,Morelos,17,25701,ND,ND,8087,23,ND,ND,72.15,76.97,74.59,780120,18.12,ND,ND,ND,ND,825350,33788,1605470,52074,50251,82241,226472,432700,106246,74256,51989,285579,106911,51985,53610,50529,81018,206612,392555,95964,65475,53710,259057,110629,44321,105684,100780,163259,433084,825255,202210,139731,105699,544636,217540,96306,9.85,54.36,64.21,5.04,21.05,1.60,ND,ND,ND,ND,ND,ND,17.57,80.12,2.40
1095,2002,Nayarit,18,16375,ND,ND,5141,23,ND,ND,72.04,76.80,74.34,477148,18.37,ND,ND,ND,ND,478355,21516,955503,31754,30183,48997,129622,241841,61030,42216,31624,158318,65147,30280,33286,31343,50116,125358,233879,58390,39617,32817,155247,67913,29765,65040,61526,99113,254980,475720,119420,81833,64441,313565,133060,60045,10.56,57.50,68.06,5.38,22.52,1.71,ND,ND,ND,ND,ND,ND,18.21,82.78,2.75
1096,2002,Nuevo León,19,73961,ND,ND,15764,25,ND,ND,74.47,79.52,76.96,2044555,16.85,ND,ND,ND,ND,2027599,89725,4072154,114992,114133,190051,568352,1105768,264551,188633,126268,731561,242367,113984,119931,119827,198185,579876,1124323,267815,189457,130850,731366,251089,96673,234923,233960,388236,1148228,2230091,532366,378090,257118,1462927,493456,210657,8.07,47.88,55.95,3.87,22.03,1.82,ND,ND,ND,ND,ND,ND,16.66,79.22,2.48
1097,2002,Oaxaca,20,67183,ND,ND,22393,20,ND,ND,69.58,74.09,71.87,1735679,16.64,ND,ND,ND,ND,1843034,89576,3578713,131336,120691,193388,487292,884090,229304,156607,131059,569335,273439,119921,133870,119904,188105,438237,791420,203143,134942,134593,508365,280685,104797,265206,240595,381493,925529,1675510,432447,291549,265652,1077700,554124,224718,11.22,67.43,78.65,6.26,25.03,1.88,ND,ND,ND,ND,ND,ND,22.19,88.04,3.15
1098,2002,Puebla,21,113075,ND,ND,29490,21,ND,ND,70.35,75.00,72.73,2598165,14.79,ND,ND,ND,ND,2755831,142565,5353996,185741,176148,286405,761925,1380586,359799,249542,195460,858534,388032,161184,189256,175479,279945,696639,1253172,324862,220396,201382,769112,398734,131011,374997,351627,566350,1458564,2633758,684661,469938,396842,1627646,786766,292195,9.47,64.01,73.48,5.51,26.63,2.11,ND,ND,ND,ND,ND,ND,20.99,88.10,3.16
1099,2002,Querétaro,22,32241,ND,ND,6378,21,ND,ND,72.21,76.99,74.62,743622,11.99,ND,ND,ND,ND,778078,38619,1521700,52398,50485,82655,226951,412058,106906,74736,54170,244546,108495,35852,52889,49803,80062,207308,380791,96278,66019,55837,229240,111041,29833,105287,100288,162717,434259,792849,203184,140755,110007,473786,219536,65685,7.23,60.35,67.58,4.19,25.38,2.12,ND,ND,ND,ND,ND,ND,20.55,83.47,2.82
1100,2002,Quintana Roo,23,20780,ND,ND,3035,22,ND,ND,72.55,77.23,74.70,508118,7.31,ND,ND,ND,ND,479258,23815,987376,30641,29908,49683,148835,270616,69164,49389,34863,151510,66446,11974,32299,31969,52818,155345,289168,71530,50681,35904,166771,68699,12884,62940,61877,102501,304180,559784,140694,100070,70767,318281,135145,24858,3.99,54.63,58.62,3.07,24.12,2.10,ND,ND,ND,ND,ND,ND,17.54,79.40,2.57
1101,2002,San Luis Potosí,24,46364,ND,ND,13416,21,ND,ND,70.96,75.71,73.32,1182750,16.53,ND,ND,ND,ND,1226765,59780,2409515,83807,78198,126269,329844,607165,154796,106725,86829,387376,175903,75508,86080,78692,124664,303642,560121,140648,94676,89490,361405,181378,70234,169887,156890,250933,633486,1167286,295444,201401,176319,748781,357281,145742,10.54,63.77,74.32,5.57,24.81,1.92,ND,ND,ND,ND,ND,ND,21.05,87.12,3.04
1102,2002,Sinaloa,25,46328,ND,ND,12056,23,ND,ND,72.65,77.57,75.03,1316161,16.01,ND,ND,ND,ND,1306873,58384,2623034,85004,81259,132476,359123,678895,168587,117370,86324,442241,175764,72590,89528,85727,138321,359449,672023,167651,115057,89422,436871,183024,68933,174532,166986,270797,718572,1350918,336238,232427,175746,879112,358788,141523,8.86,55.32,64.18,4.60,22.26,1.77,ND,ND,ND,ND,ND,ND,19.55,81.16,2.66
1103,2002,Sonora,26,43278,ND,ND,9766,24,ND,ND,73.35,78.30,75.74,1182019,15.68,ND,ND,ND,ND,1158645,53044,2340664,71182,68023,111462,314576,610292,146303,102864,77184,403805,151533,62621,74827,72022,117087,320545,621387,148014,102949,80371,409617,157700,58284,146009,140045,228549,635121,1231679,294317,205813,157555,813422,309233,120905,8.35,53.24,61.59,4.17,22.66,1.85,ND,ND,ND,ND,ND,ND,17.24,82.02,2.70
1104,2002,Tabasco,27,39540,ND,ND,9096,21,ND,ND,70.81,75.45,73.05,986923,11.87,ND,ND,ND,ND,997144,48636,1984067,68744,66759,109313,296542,532030,140497,97943,68672,311617,139532,41831,70232,67080,108054,277652,510341,129810,88836,70824,310396,143429,41740,138976,133839,217367,574194,1042371,270307,186779,139496,622013,282961,83571,6.99,58.88,65.86,4.58,24.51,1.99,ND,ND,ND,ND,ND,ND,20.41,82.51,2.73
1105,2002,Tamaulipas,28,51709,ND,ND,12812,24,ND,ND,73.06,78.00,75.50,1455026,16.85,ND,ND,ND,ND,1465946,64521,2920972,86317,84632,140182,410146,786736,191265,135715,94270,514033,182906,83919,90024,87977,144028,404556,776402,187040,130989,97716,501925,189826,73337,176341,172609,284210,814702,1563138,378305,266704,191986,1015958,372732,157256,8.59,50.97,59.56,4.39,22.09,1.77,ND,ND,ND,ND,ND,ND,18.87,79.11,2.50
1106,2002,Tlaxcala,29,21579,ND,ND,5156,21,ND,ND,71.63,76.33,73.97,509049,14.80,ND,ND,ND,ND,527708,26735,1036757,34690,33587,55107,151641,274698,71650,50130,36665,165104,72080,29039,35917,34210,55153,141960,255643,66506,45563,37903,152994,74677,25746,70607,67797,110260,293601,530341,138156,95693,74568,318098,146757,54785,8.96,60.53,69.49,4.97,25.79,2.08,ND,ND,ND,ND,ND,ND,19.07,85.09,2.93
1107,2002,Veracruz,30,113011,ND,ND,40773,23,ND,ND,70.55,75.24,72.91,3499801,17.68,ND,ND,ND,ND,3665366,153784,7165167,238051,225166,365269,978545,1879280,456966,316863,234282,1268415,488872,228977,246556,228513,363396,899330,1724350,415869,280986,242269,1169012,507052,199157,484607,453679,728665,1877875,3603630,872835,597849,476551,2437427,995924,428134,9.92,56.12,66.04,5.69,21.46,1.58,ND,ND,ND,ND,ND,ND,21.15,79.24,2.55
1108,2002,Yucatán,31,28237,ND,ND,10041,23,ND,ND,70.99,75.70,73.29,878672,18.69,ND,ND,ND,ND,886586,38278,1765258,56827,55540,91193,249876,460123,118420,82767,56190,296718,115063,55638,58891,57435,93307,245974,449427,115671,79799,58187,285855,118962,52531,115718,112975,184500,495850,909550,234091,162566,114377,582573,234025,108169,10.03,53.66,63.69,5.69,21.68,1.60,ND,ND,ND,ND,ND,ND,20.78,79.07,2.53
1109,2002,Zacatecas,32,26949,ND,ND,8123,21,ND,ND,71.15,75.96,73.54,680798,18.15,ND,ND,ND,ND,716837,35072,1397635,49253,46863,75940,197475,356958,93419,64342,49105,222867,100299,46998,50030,45843,72474,174278,318733,80702,54071,50898,204238,103783,44968,99283,92706,148414,371753,675691,174121,118413,100003,427105,204082,91966,11.51,63.44,74.95,5.81,25.09,1.93,ND,ND,ND,ND,ND,ND,21.17,86.61,3.01
1110,2003,República Mexicana,0,1872359,-466186,1406173,498804,23,ND,553362,72.08,76.88,74.48,50919820,15.99,ND,87176,ND,-466186,52668079,2371163,103587899,3361471,3223369,5283480,14556863,27641210,6838877,4778766,3451702,17939049,6884780,3010202,3460126,3286423,5316660,13798844,26107639,6442733,4412496,3567426,16836971,7104227,2566493,6821597,6509792,10600140,28355707,53748849,13281610,9191262,7019128,34776020,13989007,5576695,8.83,55.25,64.08,4.82,22.89,1.81,-0.45,1.36,ND,ND,ND,-0.45,18.76,80.58,2.65
1111,2003,Aguascalientes,1,21736,ND,ND,4200,21,ND,ND,73.20,78.13,75.70,508743,12.63,ND,ND,ND,ND,533840,25936,1042583,35253,33222,54234,148041,278008,69403,48391,38211,173607,74603,26223,36117,33558,53939,137059,255798,63873,43492,39490,158578,76816,21472,71370,66780,108173,285100,533806,133276,91883,77701,332185,151419,47695,7.73,61.17,68.90,4.03,24.88,2.08,ND,ND,ND,ND,ND,ND,19.42,83.64,2.87
1112,2003,Baja California,2,50226,ND,ND,8770,24,ND,ND,74.56,79.64,77.05,1384258,12.24,ND,ND,ND,ND,1340717,58996,2724975,81500,78507,130006,383706,737803,177966,126467,90411,465638,174083,57615,85812,83598,137725,395789,773473,182148,128021,93811,486298,181003,50716,167312,162105,267731,779495,1511276,360114,254488,184222,951936,355086,108331,6.26,51.13,57.38,3.22,21.65,1.84,ND,ND,ND,ND,ND,ND,16.99,79.28,2.42
1113,2003,Baja California Sur,3,9375,ND,ND,1714,24,ND,ND,73.95,79.04,76.38,250869,12.48,ND,ND,ND,ND,236488,11089,487357,14298,13806,22858,67401,130873,31257,22205,15727,82866,30159,10001,15324,15166,25076,72072,140393,33402,23492,16371,89425,31556,9477,29622,28972,47934,139473,271266,64659,45697,32098,172291,61715,19478,6.25,50.07,56.32,3.52,22.75,1.92,ND,ND,ND,ND,ND,ND,16.40,79.58,2.60
1114,2003,Campeche,4,12871,ND,ND,3697,22,ND,ND,71.05,75.59,73.21,374828,14.24,ND,ND,ND,ND,373635,16568,748463,25129,24079,39450,107888,198996,50888,35517,24995,122453,51039,17772,25969,24781,40127,103949,194636,48690,33344,25711,122964,52531,18527,51098,48860,79577,211837,393632,99578,68861,50706,245417,103570,36299,7.94,55.75,63.69,4.94,22.14,1.72,ND,ND,ND,ND,ND,ND,19.00,78.50,2.52
1115,2003,Coahuila,5,45139,ND,ND,10034,24,ND,ND,73.63,78.57,76.05,1239577,15.42,ND,ND,ND,ND,1239005,55173,2478582,75898,71913,117989,335281,655458,155529,109453,82598,436188,161130,66653,79419,76205,124368,338673,652622,157335,109172,85372,426371,166425,59218,155317,148118,242357,673954,1308080,312864,218625,167970,862559,327555,125871,8.19,53.12,61.31,4.05,22.26,1.82,ND,ND,ND,ND,ND,ND,17.72,79.94,2.61
1116,2003,Colima,6,8967,ND,ND,2734,24,ND,ND,72.72,77.62,75.10,282355,17.37,ND,ND,ND,ND,284997,11701,567352,17912,17578,28959,80307,153885,37899,26518,17455,100173,35545,16422,18834,18273,29698,77449,148638,36347,24922,18295,97538,37454,14933,36746,35851,58657,157756,302523,74246,51440,35750,197711,72999,31355,8.82,50.79,59.61,4.82,20.62,1.58,ND,ND,ND,ND,ND,ND,17.08,79.32,2.34
1117,2003,Chiapas,7,100376,ND,ND,21410,19,ND,ND,69.28,73.60,71.39,2117763,10.08,ND,ND,ND,ND,2144203,121786,4261966,158672,148389,240424,617251,1073146,294463,202428,167281,613614,329615,84244,162582,149844,239319,578798,1017613,273343,183868,172296,599850,339604,85334,321254,298233,479743,1196049,2090759,567806,386296,339577,1213464,669219,169578,7.04,69.84,76.88,5.02,28.58,2.36,ND,ND,ND,ND,ND,ND,22.03,89.86,3.45
1118,2003,Chihuahua,8,57323,ND,ND,12693,24,ND,ND,73.83,78.83,76.29,1616438,15.62,ND,ND,ND,ND,1607420,70016,3223858,99581,94150,154131,432881,848844,200815,140834,107341,565121,210794,87691,104123,99899,162825,441870,856678,204693,141767,111273,555334,217779,78277,203704,194049,316956,874751,1705522,405508,282601,218614,1120455,428573,165968,8.32,53.26,61.58,3.94,21.72,1.78,ND,ND,ND,ND,ND,ND,17.10,79.03,2.57
1119,2003,Ciudad de México,9,117234,ND,ND,41789,28,ND,ND,74.24,79.34,76.94,4280465,25.71,ND,ND,ND,ND,4597864,159023,8878329,231920,237483,399351,1226850,2561513,570390,408522,226620,1875642,453749,355505,238269,243263,405157,1185456,2407858,550206,388312,234721,1678292,467687,239990,470189,480746,804508,2412306,4969371,1120596,796834,461341,3553934,921436,595495,9.98,38.83,48.81,4.71,17.91,1.32,ND,ND,ND,ND,ND,ND,15.90,63.80,1.99
1120,2003,Durango,10,30005,ND,ND,7439,22,ND,ND,72.14,76.93,74.50,755537,16.09,ND,ND,ND,ND,774552,37444,1530089,52168,48830,79153,208238,390883,97853,67530,53872,253083,107778,44987,53982,50220,80404,198565,367707,92929,62745,55899,236186,111568,42901,106150,99050,159557,406803,758590,190782,130275,109771,489269,219346,87888,9.81,60.95,70.76,4.86,24.47,1.96,ND,ND,ND,ND,ND,ND,18.60,85.86,2.98
1121,2003,Guanajuato,11,96716,ND,ND,24863,21,ND,ND,71.44,76.23,73.88,2378818,14.77,ND,ND,ND,ND,2560063,121579,4938881,173571,165049,269398,721686,1315914,341378,237029,178775,807529,357094,142728,174239,160144,255651,629102,1154664,293497,197990,184189,718494,365880,122671,347810,325193,525049,1350788,2470578,634875,435019,362964,1526023,722974,265399,9.23,62.45,71.68,5.03,24.62,1.96,ND,ND,ND,ND,ND,ND,20.81,82.94,2.80
1122,2003,Guerrero,12,66946,ND,ND,18810,20,ND,ND,69.74,74.24,72.02,1561822,14.70,ND,ND,ND,ND,1644038,85756,3205860,119396,109445,175787,438892,786908,208189,141847,123335,491130,248440,98084,121693,109178,172240,399300,712096,187104,124042,126775,444334,255177,85502,241089,218623,348027,838192,1499004,395293,265889,250110,935464,503617,183586,10.35,70.40,80.75,5.87,26.75,2.09,ND,ND,ND,ND,ND,ND,20.68,89.46,3.40
1123,2003,Hidalgo,13,40843,ND,ND,12875,22,ND,ND,70.94,75.63,73.30,1151686,16.39,ND,ND,ND,ND,1218499,53718,2370185,81537,77197,125531,334242,628904,157131,108797,79996,406607,164695,72327,83196,76727,122203,297661,563930,138557,93081,82743,373610,169947,62612,164733,153924,247734,631903,1192834,295688,201878,162739,780217,334642,134939,9.56,58.29,67.85,5.43,22.66,1.72,ND,ND,ND,ND,ND,ND,20.74,80.44,2.64
1124,2003,Jalisco,14,125100,ND,ND,32232,23,ND,ND,72.88,77.83,75.37,3307355,16.66,ND,ND,ND,ND,3443157,157332,6750512,218695,212013,348552,957873,1795503,453167,316628,226083,1158480,446259,206034,225458,216172,350518,905595,1680155,425740,291394,234137,1068911,461367,173738,444153,428185,699070,1863468,3475658,878907,608022,460220,2227391,907626,379772,9.28,55.73,65.01,4.77,23.31,1.85,ND,ND,ND,ND,ND,ND,18.61,81.48,2.69
1125,2003,México,15,266852,ND,ND,55358,23,ND,ND,72.58,77.39,75.00,6878334,12.53,ND,ND,ND,ND,7089901,322210,13968235,440954,428007,706068,2013176,3881750,940627,662566,459850,2481597,903151,320728,454162,439168,716574,1930324,3697662,899747,622341,475215,2342442,930462,258463,895116,867175,1422642,3943500,7579412,1840374,1284907,935065,4824039,1833613,579191,6.61,52.71,59.32,3.96,23.07,1.91,ND,ND,ND,ND,ND,ND,17.59,78.80,2.55
1126,2003,Michoacán,16,73535,ND,ND,23764,21,ND,ND,71.09,75.80,73.48,1977924,17.87,ND,ND,ND,ND,2120478,97299,4098402,146695,139753,227103,587531,1066304,279838,192488,141800,670677,292329,138530,147392,135941,216143,514191,938999,241314,161112,145993,600306,299226,123106,294087,275694,443246,1101722,2005303,521152,353600,287793,1270983,591555,261636,11.03,61.70,72.73,5.80,23.74,1.79,ND,ND,ND,ND,ND,ND,18.74,82.86,2.79
1127,2003,Morelos,17,24939,ND,ND,8279,24,ND,ND,72.26,77.05,74.69,787263,18.83,ND,ND,ND,ND,834560,33218,1621823,52560,50571,82872,227430,439011,106913,74612,51667,293397,106167,53779,54108,51119,82293,207980,397524,97303,66129,53419,264893,109759,45733,106668,101690,165165,435410,836535,204216,140741,105086,558290,215926,99512,10.01,53.20,63.21,5.10,20.48,1.54,ND,ND,ND,ND,ND,ND,16.70,79.40,2.34
1128,2003,Nayarit,18,16214,ND,ND,5227,23,ND,ND,72.18,76.94,74.49,481523,18.94,ND,ND,ND,ND,483341,21441,964864,31874,30312,49330,130460,245675,61588,42570,31548,162586,64382,31016,33426,31587,50745,126174,237271,59185,40027,32717,158881,67140,30576,65300,61899,100075,256634,482946,120773,82597,64265,321467,131522,61592,10.65,56.25,66.90,5.42,22.22,1.68,ND,ND,ND,ND,ND,ND,17.43,81.86,2.71
