"территория","год","цск.чн.горсел.мж","цск.чн.горсел.м","цск.чн.горсел.ж","цск.чн.гор.мж","цск.чн.гор.м","цск.чн.гор.ж","цск.чн.сел.мж","цск.чн.сел.м","цск.чн.сел.ж","угви.чн.горсел.мж","угви.чн.горсел.м","угви.чн.горсел.ж","угви.чн.гор.мж","угви.чн.гор.м","угви.чн.гор.ж","угви.чн.сел.мж","угви.чн.сел.м","угви.чн.сел.ж","угви.чр.горсел.мж","угви.чр.горсел.м","угви.чр.горсел.ж","угви.чр.гор.мж","угви.чр.гор.м","угви.чр.гор.ж","угви.чр.сел.мж","угви.чр.сел.м","угви.чр.сел.ж","угви.чс.горсел.мж","угви.чс.горсел.м","угви.чс.горсел.ж","угви.чс.гор.мж","угви.чс.гор.м","угви.чс.гор.ж","угви.чс.сел.мж","угви.чс.сел.м","угви.чс.сел.ж","мигр","стаб"
"Виленская","1903","","","","","","","","","","1766727","","","204506","105516","98990","1562221","782275","779946","58883","","","7698","4197","3501","51185","26201","24984","41764","","","4970","2710","2260","36794","19217","17577","-9160",""
"Виленская","1904","1770300","885100","885200","211300","109100","102200","1559000","776000","783000","1773978","","","207170","107004","100166","1566808","786259","780549","62559","","","8673","4631","4042","53886","27595","26291","40178","","","5612","3031","2581","34566","18205","16361","-7090",""
"Виленская","1905","1787100","893500","893600","213800","110600","103200","1573300","782900","790400","1787082","","","210231","108604","101627","1576851","790836","786015","57156","","","8097","4331","3766","49059","26095","22964","38953","","","5547","3025","2522","33406","16799","16607","-8308",""
"Виленская","1906","1806300","903200","903100","216600","112100","104500","1589700","791100","798600","1814955","","","222451","114775","107676","1592504","800132","792372","62499","","","7993","4321","3672","54506","27886","26620","36059","","","5577","2977","2600","30482","15924","14558","-10892",""
"Виленская","1907","1832900","916600","916300","219400","113700","105700","1613500","802900","810600","1842346","","","215083","111239","103844","1627263","816102","811161","62548","","","7914","4311","3603","54634","28016","26618","35291","","","5599","2968","2631","29692","15453","14239","-15683",""
"Виленская","1908","1861200","931200","930000","222300","115300","107000","1638900","815900","823000","1869593","","","217398","112582","104816","1652195","828628","823567","57963","","","7516","4094","3422","50447","25869","24578","34335","","","5407","2866","2541","28928","15055","13873","-9196",""
"Виленская","1909","1899200","954600","944600","234800","126100","108700","1664400","828500","835900","1893159","","","219505","112228","107277","1673654","828411","845243","62937","","","7363","3997","3366","55574","28498","27076","35231","","","5262","2865","2397","29969","15597","14372","-8163",""
"Виленская","1910","1926900","968600","958300","238300","127800","110500","1688600","840800","847800","1898089","","","224505","113823","110682","1673584","828374","845210","58191","","","7654","4063","3591","50537","26111","24426","36923","","","5362","2798","2564","31561","16603","14958","-8391",""
"Виленская","1911","1957000","983700","973300","243400","130200","113200","1713600","853500","860100","1925814","","","226717","129749","96968","1699097","852591","846506","59205","","","7684","4148","3536","51521","26735","24786","35198","","","5084","2719","2365","30114","15816","14298","-7044",""
"Виленская","1912","1989900","1000300","989600","251600","134300","117300","1738300","866000","872300","1938783","","","284618","147295","137323","1654165","819560","834605","62505","","","8068","4284","3784","54437","27829","26608","34870","","","5231","2808","2423","29639","15594","14045","-8897",""
"Виленская","1913","2020300","1016000","1004300","257700","137500","120200","1762600","878500","884100","1962590","","","287218","148724","138494","1675372","830375","844997","57672","","","7438","3930","3508","50234","25748","24486","33490","","","5521","2963","2558","27969","14882","13087","-10558",""
"Виленская","1914","2075900","1044200","1031700","289200","153500","135700","1786700","890700","896000","1961411","","","287661","142065","145596","1673750","832615","841135","","","","","","","","","","","","","","","","","","","-5926",""
"Витебская","1896","","","","","","","","","","1434022","","","","","","","","","59604","","","","","","","","","35812","","","","","","","","","-6632",""
"Витебская","1897","","","","","","","","","","1502895","","","","","","","","","61339","","","","","","","","","34876","","","","","","","","","-3788",""
"Витебская","1898","","","","","","","","","","1527319","","","","","","","","","63542","","","","","","","","","34785","","","","","","","","","-7842",""
"Витебская","1899","","","","","","","","","","1518746","","","","","","","","","64516","","","","","","","","","34923","","","","","","","","","-5336",""
"Витебская","1900","","","","","","","","","","1574198","","","","","","","","","64597","","","","","","","","","38103","","","","","","","","","-8236",""
"Витебская","1901","","","","","","","","","","1600692","","","","","","","","","63757","","","","","","","","","40903","","","","","","","","","-7449",""
"Витебская","1902","","","","","","","","","","1623546","","","","","","","","","67817","","","8349","4574","3775","59468","30495","28973","37827","","","4673","2493","2180","33154","17235","15919","-7631",""
"Витебская","1903","","","","","","","","","","1653536","","","232013","118656","113357","1421523","702705","718818","57726","","","7809","4208","3601","49917","25605","24312","42480","","","5428","3032","2396","37052","19407","17645","-13000",""
"Витебская","1904","1668800","828900","839900","236800","120900","115900","1432000","708000","724000","1668782","","","234394","119835","114559","1434388","708903","725485","65399","","","8265","4414","3851","57134","29498","27636","38845","","","5101","2764","2337","33744","17576","16168","-3315",""
"Витебская","1905","1695300","842500","852800","239800","122500","117300","1455500","720000","735500","1668782","","","234394","119835","114559","1434388","708903","725485","58265","","","8034","4367","3667","50231","26034","24197","40958","","","5412","3032","2380","35546","18572","16974","-4635",""
"Витебская","1906","1740700","870700","870000","255100","131500","123600","1485600","739200","746400","1712643","","","240180","122820","117360","1472463","728287","744176","62257","","","7740","4139","3601","54517","28251","26266","35497","","","4648","2543","2105","30849","15967","14882","-12477",""
"Витебская","1907","1767700","884700","883000","258000","133000","125000","1509700","751700","758000","1739403","","","243272","124416","118856","1496131","740571","755560","66531","","","8173","4454","3719","58358","29975","28383","34159","","","4903","2650","2253","29256","15451","13805","-27858",""
"Витебская","1908","1800900","901700","899200","261500","134900","126600","1539400","766800","772600","1692328","","","288979","145950","143029","1403349","699209","704140","62042","","","7832","4187","3645","54210","27925","26285","34744","","","4927","2693","2234","29817","15671","14146","-26484",""
"Витебская","1909","1818100","910100","908000","264200","136200","128000","1553900","773900","780000","1799071","","","249447","127714","121733","1549624","767350","782274","63540","","","7408","4050","3358","56132","28896","27236","37115","","","5924","3218","2706","31191","16517","14674","-14310",""
"Витебская","1910","1833900","918000","915900","266200","137200","129000","1567700","780800","786900","1819903","","","326828","166332","160496","1493075","729472","763603","62052","","","7723","4143","3580","54329","27910","26419","39000","","","5103","2753","2350","33897","17999","15898","-7113",""
