"территория","год","чн","чр","чс","мигр","р","с","еп","чн2","р2","с2","еп2","стаб","vr.ok"
"Харьковская","1905","2893725","125441","87186","-1850","43.35","30.13","13.22","2911890","43.08","29.94","13.14","","1"
"Харьковская","1906","2930131","145269","84908","-8535","49.58","28.98","20.60","2955969","49.14","28.72","20.42","","1"
"Харьковская","1907","2981958","143716","83108","-20862","48.20","27.87","20.32","3001787","47.88","27.69","20.19","","1"
"Харьковская","1908","3021704","136001","76936","-30774","45.01","25.46","19.55","3035828","44.80","25.34","19.46","","1"
"Харьковская","1909","3049995","140430","87570","-27033","46.04","28.71","17.33","3063018","45.85","28.59","17.26","","1"
"Харьковская","1910","3076079","138325","96916","-20856","44.97","31.51","13.46","3086344","44.82","31.40","13.42","","1"
"Харьковская","1911","3096632","145821","76330","-6283","47.09","24.65","22.44","3128130","46.62","24.40","22.21","","1"
"Харьковская","1912","3159840","151328","73371","-4657","47.89","23.22","24.67","3197391","47.33","22.95","24.38","","1"
"Харьковская","1913","3235238","151988","85923","-8814","46.98","26.56","20.42","3263835","46.57","26.33","20.24","","1"
"Харьковская","1914","3292601","151490","84658","-14957","46.01","25.71","20.30","3318471","45.65","25.51","20.14","","1"
"Харьковская","1915","3344477","","","-995","","","","","","","","","0"
"Херсонская с Одессой","1896","2666228","135395","69432","-3319","50.78","26.04","24.74","2697429","50.19","25.74","24.45","","1"
"Херсонская с Одессой","1897","2728872","132563","68017","-472","48.58","24.92","23.65","2760785","48.02","24.64","23.38","","1"
"Херсонская с Одессой","1898","2792946","136962","107470","324","49.04","38.48","10.56","2807828","48.78","38.28","10.50","","1"
"Херсонская с Одессой","1899","2822762","142525","77011","-2576","50.49","27.28","23.21","2854115","49.94","26.98","22.95","","1"
"Херсонская с Одессой","1900","2885700","134218","70314","-4363","46.51","24.37","22.15","2915369","46.04","24.12","21.92","","1"
"Херсонская с Одессой","1901","2945241","123488","74837","-2745","41.93","25.41","16.52","2968135","41.60","25.21","16.39","","1"
"Херсонская с Одессой","1902","2991147","145251","75841","-2587","48.56","25.36","23.21","3024435","48.03","25.08","22.95","","1"
"Херсонская с Одессой","1903","3057970","139844","75018","-5822","45.73","24.53","21.20","3087378","45.30","24.30","21.00","","1"
"Херсонская с Одессой","1904","3116974","144191","80125","-10249","46.26","25.71","20.55","3143806","45.87","25.49","20.38","","1"
"Херсонская с Одессой","1905","3170791","127996","93338","-11017","40.37","29.44","10.93","3182597","40.22","29.33","10.89","","1"
"Херсонская с Одессой","1906","3194432","132901","86054","-16243","41.60","26.94","14.67","3209710","41.41","26.81","14.60","","1"
"Херсонская с Одессой","1907","3225036","150529","79472","-7880","46.68","24.64","22.03","3256522","46.22","24.40","21.82","","1"
"Херсонская с Одессой","1908","3288213","136979","80183","-15190","41.66","24.38","17.27","3308972","41.40","24.23","17.16","","1"
"Херсонская с Одессой","1909","3329819","143237","87979","-22220","43.02","26.42","16.59","3346374","42.80","26.29","16.51","","1"
"Херсонская с Одессой","1910","3362984","142080","108069","-20665","42.25","32.13","10.11","3369653","42.16","32.07","10.09","","1"
"Херсонская с Одессой","1911","3376330","150047","84285","-5692","44.44","24.96","19.48","3406277","44.05","24.74","19.31","","1"
"Херсонская с Одессой","1912","3436400","152126","73138","-9247","44.27","21.28","22.99","3471154","43.83","21.07","22.76","","1"
"Херсонская с Одессой","1913","3506141","148194","88278","-23253","42.27","25.18","17.09","3524441","42.05","25.05","17.00","","1"
"Херсонская с Одессой","1914","3542804","149826","90506","-23671","42.29","25.55","16.74","3560599","42.08","25.42","16.66","","1"
"Херсонская с Одессой","1915","3578453","","","-2440","","","","","","","","","0"
"Черниговская","1896","2283841","114699","70281","-32801","50.22","30.77","19.45","2289645","50.09","30.70","19.40","","1"
"Черниговская","1897","2295458","111511","71808","-7307","48.58","31.28","17.30","2311618","48.24","31.06","17.18","","1"
"Черниговская","1898","2327854","111060","69877","-5635","47.71","30.02","17.69","2345583","47.35","29.79","17.56","","1"
"Черниговская","1899","2363402","114963","72783","-7145","48.64","30.80","17.85","2380877","48.29","30.57","17.72","","1"
"Черниговская","1900","2398437","119694","66810","-11999","49.91","27.86","22.05","2418822","49.48","27.62","21.86","","1"
"Черниговская","1901","2439322","113908","69380","-8980","46.70","28.44","18.25","2457053","46.36","28.24","18.12","","1"
"Черниговская","1902","2474870","117239","64631","-6605","47.37","26.11","21.26","2497801","46.94","25.88","21.06","","1"
"Черниговская","1903","2520873","117012","66329","-6360","46.42","26.31","20.11","2542971","46.01","26.08","19.93","","1"
"Черниговская","1904","2565197","119542","69875","-3954","46.60","27.24","19.36","2587986","46.19","27.00","19.19","","1"
"Черниговская","1905","2610910","113293","74534","-5966","43.39","28.55","14.85","2627393","43.12","28.37","14.75","","1"
"Черниговская","1906","2643945","119487","70184","-14938","45.19","26.55","18.65","2661091","44.90","26.37","18.53","","1"
"Черниговская","1907","2678310","120212","65359","-50925","44.88","24.40","20.48","2680274","44.85","24.39","20.47","","1"
"Черниговская","1908","2682239","112029","61110","-48031","41.77","22.78","18.98","2683700","41.74","22.77","18.97","","1"
"Черниговская","1909","2685162","110809","65719","-28560","41.27","24.47","16.79","2693480","41.14","24.40","16.74","","1"
"Черниговская","1910","2701815","109805","74455","-13146","40.64","27.56","13.08","2712902","40.48","27.44","13.03","","1"
"Черниговская","1911","2724019","115142","60943","-5390","42.27","22.37","19.90","2748351","41.89","22.17","19.72","","1"
"Черниговская","1912","2772828","117282","60422","-4460","42.30","21.79","20.51","2798946","41.90","21.59","20.31","","1"
"Черниговская","1913","2825228","114875","63747","-7370","40.66","22.56","18.10","2847051","40.35","22.39","17.96","","1"
"Черниговская","1914","2868986","115403","69192","-9902","40.22","24.12","16.11","2887102","39.97","23.97","16.01","","1"
"Черниговская","1915","2905295","","","-852","","","","","","","","","0"
"Черноморская","1896","56573","2335","1390","-85","41.27","24.57","16.70","57002","40.96","24.39","16.58","","1"
"Черноморская","1897","57433","2006","1384","-19","34.93","24.10","10.83","57734","34.75","23.97","10.77","","1"
"Черноморская","1898","58036","2301","1669","102","39.65","28.76","10.89","58402","39.40","28.58","10.82","","1"
"Черноморская","1899","58770","2545","1190","61","43.30","20.25","23.06","59475","42.79","20.01","22.78","","1"
"Черноморская","1900","60186","2487","1317","59","41.32","21.88","19.44","60798","40.91","21.66","19.24","","1"
"Черноморская","1901","61415","3626","1433","77","59.04","23.33","35.71","62543","57.98","22.91","35.06","","1"
"Черноморская","1902","63685","3332","1694","70","52.32","26.60","25.72","64536","51.63","26.25","25.38","","1"
"Черноморская","1903","65394","3797","2058","57","58.06","31.47","26.59","66288","57.28","31.05","26.23","","1"
"Черноморская","1904","67191","3920","2007","59","58.34","29.87","28.47","68172","57.50","29.44","28.06","","1"
"Черноморская","1905","69163","3780","1849","-45","54.65","26.73","27.92","70102","53.92","26.38","27.55","","1"
"Черноморская","1906","71049","3855","1844","-257","54.26","25.95","28.30","71940","53.59","25.63","27.95","","1"
"Черноморская","1907","72839","4277","2057","49","58.72","28.24","30.48","73968","57.82","27.81","30.01","","1"
"Черноморская","1908","75108","4170","2090","-95","55.52","27.83","27.69","76096","54.80","27.47","27.33","","1"
"Черноморская","1909","77093","4361","2761","7","56.57","35.81","20.75","77894","55.99","35.45","20.54","","1"
"Черноморская","1910","78700","4993","2707","47","63.44","34.40","29.05","79861","62.52","33.90","28.62","","1"
"Черноморская","1911","81033","5151","2616","62","63.57","32.28","31.28","82332","62.56","31.77","30.79","","1"
"Черноморская","1912","83644","5685","2867","65","67.97","34.28","33.69","85113","66.79","33.68","33.11","","1"
"Черноморская","1913","86600","5659","2827","92","65.35","32.64","32.70","88054","64.27","32.11","32.16","","1"
"Черноморская","1914","89524","5644","2689","97","63.04","30.04","33.01","91041","61.99","29.54","32.46","","1"
"Черноморская","1915","92576","","","-17","","","","","","","","","0"
"Эриванская","1896","813959","29309","14803","18","36.01","18.19","17.82","821200","35.69","18.03","17.66","","1"
"Эриванская","1897","828483","29339","14869","32","35.41","17.95","17.47","835713","35.11","17.79","17.31","","1"
"Эриванская","1898","842985","32317","18852","43","38.34","22.36","15.97","849721","38.03","22.19","15.85","","1"
"Эриванская","1899","856493","31196","20838","12","36.42","24.33","12.09","861668","36.20","24.18","12.02","","1"
"Эриванская","1900","866863","29124","18749","11","33.60","21.63","11.97","872046","33.40","21.50","11.90","","1"
"Эриванская","1901","877249","29110","16247","20","33.18","18.52","14.66","883675","32.94","18.39","14.56","","1"
"Эриванская","1902","890132","31705","17847","22","35.62","20.05","15.57","897054","35.34","19.90","15.45","","1"
"Эриванская","1903","904012","26718","14476","11","29.55","16.01","13.54","910125","29.36","15.91","13.45","","1"
"Эриванская","1904","916266","29377","19420","-23","32.06","21.19","10.87","921239","31.89","21.08","10.81","","1"
"Эриванская","1905","926229","29751","21709","-100","32.12","23.44","8.68","930194","31.98","23.34","8.65","","1"
"Эриванская","1906","934171","31382","20482","-290","33.59","21.93","11.67","939492","33.40","21.80","11.60","","1"
"Эриванская","1907","944834","40253","21870","-154","42.60","23.15","19.46","953951","42.20","22.93","19.27","","1"
"Эриванская","1908","963126","37797","23872","-30","39.24","24.79","14.46","970057","38.96","24.61","14.35","","1"
"Эриванская","1909","977022","34137","21654","-29","34.94","22.16","12.78","983236","34.72","22.02","12.70","","1"
"Эриванская","1910","989476","34528","22359","-73","34.90","22.60","12.30","995512","34.68","22.46","12.22","","1"
"Эриванская","1911","1001572","35315","20631","-138","35.26","20.60","14.66","1008849","35.01","20.45","14.56","","1"
"Эриванская","1912","1016161","38596","19465","-473","37.98","19.16","18.83","1025472","37.64","18.98","18.66","","1"
"Эриванская","1913","1034840","37198","18775","-697","35.95","18.14","17.80","1043678","35.64","17.99","17.65","","1"
"Эриванская","1914","1052566","37387","19896","-290","35.52","18.90","16.62","1061144","35.23","18.75","16.48","","1"
"Эриванская","1915","1069768","","","198","","","","","","","","","0"
"Эстляндская","1896","408233","12233","8222","169","29.97","20.14","9.83","410319","29.81","20.04","9.78","","1"
"Эстляндская","1897","412413","11943","8107","256","28.96","19.66","9.30","414456","28.82","19.56","9.26","","1"
"Эстляндская","1898","416505","12413","7740","213","29.80","18.58","11.22","418943","29.63","18.48","11.15","","1"
